 x  	 F(x)  
0	0.00328493
0.003	0.0039272
0.006	0.00688926
0.009	0.00985131
0.012	0.0128133
0.015	0.0157754
0.018	0.0187374
0.021	0.0216994
0.024	0.0246615
0.027	0.0276235
0.03	0.0305855
0.033	0.0335475
0.036	0.0365095
0.039	0.0394715
0.042	0.0424335
0.045	0.0453955
0.048	0.0483575
0.051	0.0513195
0.054	0.0542814
0.057	0.0572434
0.06	0.0602054
0.063	0.0631673
0.066	0.0661293
0.069	0.0690912
0.072	0.0720532
0.075	0.0750151
0.078	0.077977
0.081	0.080939
0.084	0.0839009
0.087	0.0868628
0.09	0.0898247
0.093	0.0927866
0.096	0.0957486
0.099	0.0987105
0.102	0.101672
0.105	0.104634
0.108	0.107596
0.111	0.110558
0.114	0.11352
0.117	0.116482
0.12	0.119444
0.123	0.122405
0.126	0.125367
0.129	0.128329
0.132	0.131291
0.135	0.134253
0.138	0.137215
0.141	0.140177
0.144	0.143138
0.147	0.1461
0.15	0.149062
0.153	0.152024
0.156	0.154986
0.159	0.157947
0.162	0.160909
0.165	0.163871
0.168	0.166833
0.171	0.169795
0.174	0.172756
0.177	0.175718
0.18	0.17868
0.183	0.181642
0.186	0.184603
0.189	0.187565
0.192	0.190527
0.195	0.193489
0.198	0.19645
0.201	0.199412
0.204	0.202374
0.207	0.205336
0.21	0.208297
0.213	0.211259
0.216	0.214221
0.219	0.217182
0.222	0.220144
0.225	0.223106
0.228	0.226067
0.231	0.229029
0.234	0.231991
0.237	0.234952
0.24	0.237914
0.243	0.240876
0.246	0.243837
0.249	0.246799
0.252	0.249761
0.255	0.252722
0.258	0.255684
0.261	0.258646
0.264	0.261607
0.267	0.264569
0.27	0.267531
0.273	0.270492
0.276	0.273454
0.279	0.276415
0.282	0.279377
0.285	0.282339
0.288	0.2853
0.291	0.288262
0.294	0.291223
0.297	0.294185
0.3	0.297146
0.303	0.300108
0.306	0.30307
0.309	0.306031
0.312	0.308993
0.315	0.312572
0.318	0.315766
0.321	0.318345
0.324	0.320925
0.327	0.323505
0.33	0.326084
0.333	0.328664
0.336	0.331243
0.339	0.333823
0.342	0.336403
0.345	0.338982
0.348	0.341562
0.351	0.344142
0.354	0.346721
0.357	0.349301
0.36	0.35188
0.363	0.35446
0.366	0.35704
0.369	0.359619
0.372	0.362199
0.375	0.364779
0.378	0.367358
0.381	0.369938
0.384	0.372518
0.387	0.375097
0.39	0.377677
0.393	0.380257
0.396	0.382836
0.399	0.385416
0.402	0.387996
0.405	0.390575
0.408	0.393155
0.411	0.395735
0.414	0.398314
0.417	0.400894
0.42	0.403474
0.423	0.406053
0.426	0.408633
0.429	0.411213
0.432	0.413793
0.435	0.416372
0.438	0.418952
0.441	0.421532
0.444	0.424111
0.447	0.426691
0.45	0.429271
0.453	0.43185
0.456	0.43443
0.459	0.43701
0.462	0.43959
0.465	0.442169
0.468	0.444749
0.471	0.447329
0.474	0.449909
0.477	0.452488
0.48	0.455068
0.483	0.457648
0.486	0.460228
0.489	0.462807
0.492	0.465387
0.495	0.467967
0.498	0.470547
0.501	0.473126
0.504	0.475706
0.507	0.478286
0.51	0.480866
0.513	0.483445
0.516	0.486025
0.519	0.488605
0.522	0.491185
0.525	0.493764
0.528	0.496344
0.531	0.498924
0.534	0.501504
0.537	0.504083
0.54	0.506663
0.543	0.509243
0.546	0.511823
0.549	0.514403
0.552	0.516982
0.555	0.519562
0.558	0.522142
0.561	0.524722
0.564	0.527302
0.567	0.529881
0.57	0.532461
0.573	0.535041
0.576	0.537621
0.579	0.540201
