 x  	 F(x)  
0	0.0136098
0.003	0.0136626
0.006	0.0146996
0.009	0.0159409
0.012	0.0172594
0.015	0.0186587
0.018	0.0201423
0.021	0.021714
0.024	0.0233772
0.027	0.0251354
0.03	0.026992
0.033	0.0289502
0.036	0.0310129
0.039	0.0331829
0.042	0.0354625
0.045	0.037854
0.048	0.0403589
0.051	0.0429783
0.054	0.0457131
0.057	0.0485633
0.06	0.0515283
0.063	0.0546069
0.066	0.0577973
0.069	0.0610967
0.072	0.0645017
0.075	0.068008
0.078	0.0716106
0.081	0.0753035
0.084	0.0790802
0.087	0.0829331
0.09	0.0868542
0.093	0.0908345
0.096	0.0948648
0.099	0.0989351
0.102	0.103035
0.105	0.107154
0.108	0.111281
0.111	0.115406
0.114	0.119517
0.117	0.123603
0.12	0.127654
0.123	0.131661
0.126	0.135612
0.129	0.139499
0.132	0.143314
0.135	0.147048
0.138	0.150694
0.141	0.154246
0.144	0.157699
0.147	0.161047
0.15	0.164288
0.153	0.167416
0.156	0.170431
0.159	0.17333
0.162	0.176113
0.165	0.17878
0.168	0.18133
0.171	0.183765
0.174	0.186086
0.177	0.188294
0.18	0.190394
0.183	0.192386
0.186	0.194273
0.189	0.19606
0.192	0.197749
0.195	0.199343
0.198	0.200846
0.201	0.202262
0.204	0.203595
0.207	0.204848
0.21	0.206043
0.213	0.207303
0.216	0.208646
0.219	0.210077
0.222	0.2116
0.225	0.213218
0.228	0.214936
0.231	0.216757
0.234	0.218685
0.237	0.220723
0.24	0.222875
0.243	0.225142
0.246	0.227529
0.249	0.230036
0.252	0.232666
0.255	0.235419
0.258	0.238296
0.261	0.241297
0.264	0.24442
0.267	0.247665
0.27	0.251027
0.273	0.254505
0.276	0.258093
0.279	0.261786
0.282	0.265579
0.285	0.269464
0.288	0.273434
0.291	0.277479
0.294	0.281591
0.297	0.28576
0.3	0.289975
0.303	0.294225
0.306	0.298498
0.309	0.302783
0.312	0.307069
0.315	0.311342
0.318	0.315593
0.321	0.319809
0.324	0.323979
0.327	0.328094
0.33	0.332142
0.333	0.336116
0.336	0.340006
0.339	0.343805
0.342	0.347506
0.345	0.351103
0.348	0.354591
0.351	0.357966
0.354	0.361225
0.357	0.364366
0.36	0.367385
0.363	0.370284
0.366	0.373061
0.369	0.375717
0.372	0.378254
0.375	0.380671
0.378	0.382973
0.381	0.385161
0.384	0.387238
0.387	0.389207
0.39	0.391071
0.393	0.392835
0.396	0.394501
0.399	0.396074
0.402	0.397557
0.405	0.398954
0.408	0.400269
0.411	0.401506
0.414	0.402669
0.417	0.403806
0.42	0.40501
0.423	0.406288
0.426	0.407642
0.429	0.409076
0.432	0.410593
