 x  	 F(x)  
0	0.246767
0.003	0.24827
0.006	0.249778
0.009	0.251291
0.012	0.252809
0.015	0.254332
0.018	0.25586
0.021	0.257392
0.024	0.258929
0.027	0.260471
0.03	0.262017
0.033	0.263568
0.036	0.265124
0.039	0.266684
0.042	0.268248
0.045	0.269818
0.048	0.271391
0.051	0.272969
0.054	0.274552
0.057	0.276139
0.06	0.27773
0.063	0.279326
0.066	0.280926
0.069	0.28253
0.072	0.284138
0.075	0.285751
0.078	0.287368
0.081	0.288989
0.084	0.290614
0.087	0.292243
0.09	0.293876
0.093	0.295513
0.096	0.297154
0.099	0.298799
0.102	0.300448
0.105	0.3021
0.108	0.303757
0.111	0.305417
0.114	0.307081
0.117	0.308749
0.12	0.31042
0.123	0.312096
0.126	0.313774
0.129	0.315457
0.132	0.317142
0.135	0.318832
0.138	0.320524
0.141	0.322221
0.144	0.32392
0.147	0.325623
0.15	0.32733
0.153	0.329039
0.156	0.330752
0.159	0.332468
0.162	0.334187
0.165	0.33591
0.168	0.337635
0.171	0.339364
0.174	0.341095
0.177	0.34283
0.18	0.344568
0.183	0.346308
0.186	0.348052
0.189	0.349798
0.192	0.351547
0.195	0.353299
0.198	0.355054
0.201	0.356811
0.204	0.358571
0.207	0.360334
0.21	0.362099
0.213	0.363867
0.216	0.365637
0.219	0.36741
0.222	0.369186
0.225	0.370963
0.228	0.372744
0.231	0.374526
0.234	0.376311
0.237	0.378099
0.24	0.379888
0.243	0.38168
0.246	0.383474
0.249	0.38527
0.252	0.387068
0.255	0.388868
0.258	0.390671
0.261	0.392475
0.264	0.394282
0.267	0.39609
0.27	0.3979
0.273	0.399712
0.276	0.401526
0.279	0.403342
0.282	0.40516
0.285	0.406979
0.288	0.408801
0.291	0.410623
0.294	0.412448
0.297	0.414274
0.3	0.416102
0.303	0.417931
0.306	0.419762
0.309	0.421595
0.312	0.423429
0.315	0.425264
0.318	0.427101
0.321	0.428939
0.324	0.430778
0.327	0.432619
0.33	0.434461
0.333	0.436305
0.336	0.43815
0.339	0.439996
0.342	0.441843
0.345	0.443691
0.348	0.44554
0.351	0.447391
0.354	0.449243
0.357	0.451095
0.36	0.452949
0.363	0.454804
0.366	0.456659
0.369	0.458516
0.372	0.460373
0.375	0.462232
0.378	0.464091
0.381	0.465951
0.384	0.467812
0.387	0.469674
0.39	0.471537
0.393	0.4734
0.396	0.475264
0.399	0.477129
0.402	0.478994
0.405	0.48086
0.408	0.482727
0.411	0.484594
0.414	0.486462
0.417	0.488331
0.42	0.4902
0.423	0.492069
0.426	0.493939
0.429	0.49581
0.432	0.497681
0.435	0.499552
0.438	0.501424
0.441	0.503296
0.444	0.505168
0.447	0.507041
0.45	0.508915
0.453	0.510788
0.456	0.512662
0.459	0.514536
0.462	0.516411
0.465	0.518285
0.468	0.52016
0.471	0.522035
0.474	0.52391
0.477	0.525786
0.48	0.527661
0.483	0.529537
0.486	0.531413
0.489	0.533289
0.492	0.535165
0.495	0.537041
0.498	0.538917
0.501	0.540793
0.504	0.542669
0.507	0.544546
0.51	0.546422
0.513	0.548298
0.516	0.550174
0.519	0.55205
0.522	0.553926
0.525	0.555802
0.528	0.557678
0.531	0.559553
0.534	0.561429
0.537	0.563304
0.54	0.565179
0.543	0.567054
0.546	0.568929
0.549	0.570804
0.552	0.572678
0.555	0.574552
0.558	0.576426
0.561	0.5783
0.564	0.580173
0.567	0.582047
0.57	0.58392
0.573	0.585792
0.576	0.587664
0.579	0.589536
0.582	0.591408
0.585	0.593279
0.588	0.59515
0.591	0.59702
0.594	0.59889
0.597	0.60076
0.6	0.602629
0.603	0.604498
0.606	0.606367
0.609	0.608235
0.612	0.610102
0.615	0.611969
0.618	0.613836
0.621	0.615702
0.624	0.617567
0.627	0.619432
0.63	0.621297
0.633	0.623161
0.636	0.625024
0.639	0.626887
0.642	0.628749
0.645	0.630611
0.648	0.632472
0.651	0.634332
0.654	0.636192
0.657	0.638051
0.66	0.639909
0.663	0.641767
0.666	0.643624
0.669	0.645481
0.672	0.647337
0.675	0.649192
0.678	0.651046
0.681	0.6529
0.684	0.654752
0.687	0.656604
0.69	0.658456
0.693	0.660306
0.696	0.662156
0.699	0.664005
0.702	0.665853
0.705	0.6677
0.708	0.669547
0.711	0.671392
0.714	0.673237
0.717	0.67508
0.72	0.676923
0.723	0.678765
0.726	0.680606
0.729	0.682446
0.732	0.684285
0.735	0.686123
0.738	0.68796
0.741	0.689796
0.744	0.691631
0.747	0.693465
0.75	0.695298
0.753	0.69713
0.756	0.698961
0.759	0.70079
0.762	0.702619
0.765	0.704446
0.768	0.706272
0.771	0.708097
0.774	0.709921
0.777	0.711743
0.78	0.713565
0.783	0.715385
0.786	0.717203
0.789	0.719021
0.792	0.720837
0.795	0.722652
0.798	0.724465
0.801	0.726277
0.804	0.728088
0.807	0.729897
0.81	0.731705
0.813	0.733511
0.816	0.735316
0.819	0.737119
0.822	0.738921
0.825	0.740721
0.828	0.74252
0.831	0.744317
0.834	0.746112
0.837	0.747906
0.84	0.749698
0.843	0.751488
0.846	0.753277
0.849	0.755064
0.852	0.756849
0.855	0.758632
0.858	0.760413
0.861	0.762192
0.864	0.76397
0.867	0.765746
0.87	0.767519
0.873	0.769291
0.876	0.771061
0.879	0.772828
0.882	0.774594
0.885	0.776357
0.888	0.778118
0.891	0.779877
0.894	0.781634
0.897	0.783389
0.9	0.785141
0.903	0.786891
0.906	0.788638
0.909	0.790384
0.912	0.792126
0.915	0.793867
0.918	0.795604
0.921	0.79734
0.924	0.799072
0.927	0.800803
0.93	0.80253
0.933	0.804255
0.936	0.805977
0.939	0.807696
0.942	0.809412
0.945	0.811126
0.948	0.812837
0.951	0.814544
0.954	0.816249
0.957	0.817951
0.96	0.819649
0.963	0.821345
0.966	0.823037
0.969	0.824727
0.972	0.826413
0.975	0.828095
0.978	0.829775
0.981	0.83145
0.984	0.833123
0.987	0.834792
0.99	0.836457
0.993	0.838119
0.996	0.839778
0.999	0.841432
1.002	0.843083
1.005	0.84473
1.008	0.846373
1.011	0.848013
1.014	0.849648
1.017	0.85128
1.02	0.852907
1.023	0.85453
1.026	0.85615
1.029	0.857765
1.032	0.859375
1.035	0.860982
1.038	0.862584
1.041	0.864181
1.044	0.865775
1.047	0.867363
1.05	0.868947
1.053	0.870526
1.056	0.872101
1.059	0.873671
1.062	0.875236
1.065	0.876796
1.068	0.878351
1.071	0.879902
1.074	0.881447
1.077	0.882987
1.08	0.884522
1.083	0.886051
1.086	0.887575
1.089	0.889094
1.092	0.890608
1.095	0.892116
1.098	0.893618
1.101	0.895115
1.104	0.896606
1.107	0.898091
1.11	0.899571
1.113	0.901044
1.116	0.902512
1.119	0.903974
1.122	0.905429
1.125	0.906879
1.128	0.908322
1.131	0.909759
1.134	0.911189
1.137	0.912614
1.14	0.914031
1.143	0.915442
1.146	0.916847
1.149	0.918245
1.152	0.919636
1.155	0.92102
1.158	0.922398
1.161	0.923768
1.164	0.925132
1.167	0.926488
1.17	0.927837
1.173	0.92918
1.176	0.930514
1.179	0.931842
1.182	0.933162
1.185	0.934474
1.188	0.935779
1.191	0.937076
1.194	0.938366
1.197	0.939648
1.2	0.940922
1.203	0.942188
1.206	0.943446
1.209	0.944696
1.212	0.945939
1.215	0.947172
1.218	0.948398
1.221	0.949615
1.224	0.950824
1.227	0.952025
1.23	0.953217
1.233	0.9544
1.236	0.955575
1.239	0.956741
1.242	0.957899
1.245	0.959047
1.248	0.960187
1.251	0.961318
1.254	0.962439
1.257	0.963552
1.26	0.964655
1.263	0.96575
1.266	0.966835
1.269	0.96791
1.272	0.968976
1.275	0.970033
1.278	0.97108
1.281	0.972118
1.284	0.973146
1.287	0.974164
1.29	0.975172
1.293	0.976171
1.296	0.97716
1.299	0.978138
1.302	0.979107
1.305	0.980066
1.308	0.981015
1.311	0.981953
1.314	0.982881
1.317	0.983799
1.32	0.984707
1.323	0.985604
1.326	0.98649
1.329	0.987367
1.332	0.988232
1.335	0.989087
1.338	0.989932
1.341	0.990765
1.344	0.991588
1.347	0.9924
1.35	0.993201
1.353	0.993992
1.356	0.994771
1.359	0.99554
1.362	0.996297
1.365	0.997043
1.368	0.997778
1.371	0.998502
1.374	0.999215
1.377	0.999917
1.38	1.00061
1.383	1.00129
1.386	1.00195
