 x 	V[Y|X = x] 
0	0.224604
0.003	0.226348
0.006	0.228077
0.009	0.22979
0.012	0.231487
0.015	0.233167
0.018	0.234833
0.021	0.236482
0.024	0.238115
0.027	0.239732
0.03	0.241334
0.033	0.242919
0.036	0.244489
0.039	0.246043
0.042	0.247581
0.045	0.249103
0.048	0.250609
0.051	0.252099
0.054	0.253573
0.057	0.255032
0.06	0.256474
0.063	0.257901
0.066	0.259311
0.069	0.260706
0.072	0.262085
0.075	0.263448
0.078	0.264795
0.081	0.266126
0.084	0.267441
0.087	0.268741
0.09	0.270024
0.093	0.271292
0.096	0.272544
0.099	0.273779
0.102	0.274999
0.105	0.276203
0.108	0.277391
0.111	0.278564
0.114	0.27972
0.117	0.28086
0.12	0.281985
0.123	0.283093
0.126	0.284186
0.129	0.285263
0.132	0.286324
0.135	0.287369
0.138	0.288398
0.141	0.289411
0.144	0.290409
0.147	0.29139
0.15	0.292356
0.153	0.293305
0.156	0.294239
0.159	0.295157
0.162	0.296059
0.165	0.296945
0.168	0.297815
0.171	0.298669
0.174	0.299508
0.177	0.30033
0.18	0.301137
0.183	0.301928
0.186	0.302702
0.189	0.303461
0.192	0.304204
0.195	0.304931
0.198	0.305643
0.201	0.306338
0.204	0.307017
0.207	0.307681
0.21	0.308328
0.213	0.30896
0.216	0.309576
0.219	0.310176
0.222	0.31076
0.225	0.311328
0.228	0.31188
0.231	0.312417
0.234	0.312937
0.237	0.313442
0.24	0.313931
0.243	0.314403
0.246	0.31486
0.249	0.315301
0.252	0.315726
0.255	0.316136
0.258	0.316529
0.261	0.316906
0.264	0.317268
0.267	0.317613
0.27	0.317943
0.273	0.318257
0.276	0.318555
0.279	0.318837
0.282	0.319103
0.285	0.319353
0.288	0.319588
0.291	0.319806
0.294	0.320009
0.297	0.320196
0.3	0.320366
0.303	0.320521
0.306	0.32066
0.309	0.320783
0.312	0.320891
0.315	0.320982
0.318	0.321057
0.321	0.321117
0.324	0.321161
0.327	0.321188
0.33	0.3212
0.333	0.321196
0.336	0.321176
0.339	0.321141
0.342	0.321089
0.345	0.321021
0.348	0.320938
0.351	0.320839
0.354	0.320723
0.357	0.320592
0.36	0.320445
0.363	0.320282
0.366	0.320103
0.369	0.319909
0.372	0.319698
0.375	0.319471
0.378	0.319229
0.381	0.318971
0.384	0.318697
0.387	0.318407
0.39	0.318101
0.393	0.317779
0.396	0.317441
0.399	0.317087
0.402	0.316718
0.405	0.316332
0.408	0.315931
0.411	0.315514
0.414	0.315081
0.417	0.314632
0.42	0.314167
0.423	0.313686
0.426	0.31319
0.429	0.312677
0.432	0.312149
0.435	0.311604
0.438	0.311044
0.441	0.310468
0.444	0.309876
0.447	0.309268
0.45	0.308644
0.453	0.308005
0.456	0.307349
0.459	0.306678
0.462	0.30599
0.465	0.305287
0.468	0.304568
0.471	0.303833
0.474	0.303082
0.477	0.302315
0.48	0.301533
0.483	0.300734
0.486	0.29992
0.489	0.299089
0.492	0.298243
0.495	0.297381
0.498	0.296503
0.501	0.295609
0.504	0.2947
0.507	0.293774
0.51	0.292832
0.513	0.291875
0.516	0.290902
0.519	0.289912
0.522	0.288907
0.525	0.287886
0.528	0.286849
0.531	0.285797
0.534	0.284728
0.537	0.283643
0.54	0.282543
0.543	0.281427
0.546	0.280294
0.549	0.279146
0.552	0.277982
0.555	0.276803
0.558	0.275607
0.561	0.274395
0.564	0.273168
0.567	0.271924
0.57	0.270665
0.573	0.26939
0.576	0.268099
0.579	0.266792
0.582	0.265469
0.585	0.26413
0.588	0.262776
0.591	0.261405
0.594	0.260019
0.597	0.258616
0.6	0.257198
0.603	0.255764
0.606	0.254314
0.609	0.252848
0.612	0.251367
0.615	0.249869
0.618	0.248356
0.621	0.246826
0.624	0.245281
0.627	0.24372
0.63	0.242143
0.633	0.24055
0.636	0.238941
0.639	0.237316
0.642	0.235676
0.645	0.234019
0.648	0.232347
0.651	0.230659
0.654	0.228955
0.657	0.227235
0.66	0.225499
0.663	0.223961
0.666	0.223624
0.669	0.224208
0.672	0.224787
0.675	0.225361
0.678	0.225929
0.681	0.226492
0.684	0.227049
0.687	0.227601
0.69	0.228148
0.693	0.22869
0.696	0.229226
0.699	0.229757
0.702	0.230282
0.705	0.230802
0.708	0.231317
0.711	0.231826
0.714	0.23233
0.717	0.232829
0.72	0.233322
0.723	0.23381
0.726	0.234293
0.729	0.23477
0.732	0.235242
0.735	0.235709
0.738	0.23617
0.741	0.236626
0.744	0.237077
0.747	0.237522
0.75	0.237962
0.753	0.238396
0.756	0.238825
0.759	0.239249
0.762	0.239668
0.765	0.240081
0.768	0.240489
0.771	0.240891
0.774	0.241288
0.777	0.24168
0.78	0.242066
0.783	0.242447
0.786	0.242823
0.789	0.243193
0.792	0.243558
0.795	0.243918
0.798	0.244272
0.801	0.244621
0.804	0.244965
0.807	0.245303
0.81	0.245636
0.813	0.245964
0.816	0.246286
0.819	0.246603
0.822	0.246914
0.825	0.24722
0.828	0.247521
0.831	0.247817
0.834	0.248107
0.837	0.248391
0.84	0.248671
0.843	0.248945
0.846	0.249214
0.849	0.249477
0.852	0.249735
0.855	0.249987
0.858	0.250235
0.861	0.250477
0.864	0.250713
0.867	0.250944
0.87	0.25117
0.873	0.251391
0.876	0.251606
0.879	0.251816
0.882	0.25202
0.885	0.252219
0.888	0.252413
0.891	0.252602
0.894	0.252785
0.897	0.252962
0.9	0.253135
0.903	0.253302
0.906	0.253463
0.909	0.253619
0.912	0.25377
0.915	0.253916
0.918	0.254056
0.921	0.254191
0.924	0.25432
0.927	0.254445
0.93	0.254563
0.933	0.254677
0.936	0.254785
0.939	0.254888
0.942	0.254985
0.945	0.255077
0.948	0.255164
0.951	0.255245
0.954	0.255321
0.957	0.255391
0.96	0.255457
0.963	0.255516
0.966	0.255571
0.969	0.25562
0.972	0.255664
0.975	0.255702
0.978	0.255735
0.981	0.255763
0.984	0.255786
0.987	0.255803
0.99	0.255814
0.993	0.25582
0.996	0.255821
0.999	0.255817
1.002	0.255807
1.005	0.255792
1.008	0.255772
1.011	0.255746
1.014	0.255714
1.017	0.255678
1.02	0.255636
1.023	0.255589
1.026	0.255536
1.029	0.255478
1.032	0.255415
1.035	0.255346
1.038	0.255272
1.041	0.255192
1.044	0.255107
1.047	0.255017
1.05	0.254922
1.053	0.254821
1.056	0.254715
1.059	0.254603
1.062	0.254486
1.065	0.254364
1.068	0.254236
1.071	0.254103
