 x  	 F(x)  
0	0.0517481
0.003	0.0534186
0.006	0.0551134
0.009	0.0568318
0.012	0.0585732
0.015	0.0603368
0.018	0.0621218
0.021	0.0639274
0.024	0.0657529
0.027	0.0675975
0.03	0.0694604
0.033	0.0713408
0.036	0.0732378
0.039	0.0751508
0.042	0.0770789
0.045	0.0790214
0.048	0.0809775
0.051	0.0829466
0.054	0.0849278
0.057	0.0869207
0.06	0.0889244
0.063	0.0909384
0.066	0.0929622
0.069	0.0949951
0.072	0.0970367
0.075	0.0990866
0.078	0.101144
0.081	0.103209
0.084	0.105282
0.087	0.107361
0.09	0.109447
0.093	0.111539
0.096	0.113638
0.099	0.115742
0.102	0.117853
0.105	0.119971
0.108	0.122094
0.111	0.124224
0.114	0.12636
0.117	0.128504
0.12	0.130654
0.123	0.132811
0.126	0.134977
0.129	0.13715
0.132	0.139331
0.135	0.141522
0.138	0.143722
0.141	0.145931
0.144	0.148151
0.147	0.150383
0.15	0.152626
0.153	0.154881
0.156	0.157149
0.159	0.15943
0.162	0.161726
0.165	0.164037
0.168	0.166364
0.171	0.168706
0.174	0.171067
0.177	0.173444
0.18	0.175841
0.183	0.178257
0.186	0.180692
0.189	0.183149
0.192	0.185626
0.195	0.188126
0.198	0.190648
0.201	0.193193
0.204	0.195762
0.207	0.198355
0.21	0.200973
0.213	0.203615
0.216	0.206283
0.219	0.208977
0.222	0.211697
0.225	0.214443
0.228	0.217215
0.231	0.220014
0.234	0.222839
0.237	0.22569
0.24	0.228567
0.243	0.23147
0.246	0.234399
0.249	0.237353
0.252	0.240331
0.255	0.243333
0.258	0.246359
0.261	0.249407
0.264	0.252476
0.267	0.255567
0.27	0.258677
0.273	0.261806
0.276	0.264953
0.279	0.268116
0.282	0.271294
0.285	0.274485
0.288	0.277688
0.291	0.280902
0.294	0.284125
0.297	0.287356
0.3	0.290592
0.303	0.293833
0.306	0.297076
0.309	0.300319
0.312	0.303562
0.315	0.306802
0.318	0.310038
0.321	0.313267
0.324	0.316489
0.327	0.319701
0.33	0.322902
0.333	0.32609
0.336	0.329265
0.339	0.332423
0.342	0.335564
0.345	0.338687
0.348	0.341791
0.351	0.344873
0.354	0.347934
0.357	0.350971
0.36	0.353984
0.363	0.356973
0.366	0.359936
0.369	0.362873
0.372	0.365783
0.375	0.368666
0.378	0.371522
0.381	0.374349
0.384	0.377148
0.387	0.37992
0.39	0.382663
0.393	0.385378
0.396	0.388065
0.399	0.390725
0.402	0.393357
0.405	0.395963
0.408	0.398542
0.411	0.401096
0.414	0.403625
0.417	0.406129
0.42	0.40861
0.423	0.411068
0.426	0.413504
0.429	0.415919
0.432	0.418315
0.435	0.420691
0.438	0.42305
0.441	0.425392
0.444	0.427718
0.447	0.43003
0.45	0.432328
