 x 	V[Y|X = x] 
0	0.0112891
0.003	0.0115024
0.006	0.0117143
0.009	0.0119244
0.012	0.0121321
0.015	0.0123371
0.018	0.012539
0.021	0.0127373
0.024	0.0129318
0.027	0.0131222
0.03	0.0133082
0.033	0.0134895
0.036	0.0136659
0.039	0.0138374
0.042	0.0140038
0.045	0.014165
0.048	0.014321
0.051	0.0144717
0.054	0.0146172
0.057	0.0147575
0.06	0.0148927
0.063	0.0150229
0.066	0.0151482
0.069	0.0152688
0.072	0.0153848
0.075	0.0154965
0.078	0.0156039
0.081	0.0157074
0.084	0.0158071
0.087	0.0159033
0.09	0.0159961
0.093	0.0160858
0.096	0.0161726
0.099	0.0162567
0.102	0.0163384
0.105	0.0164177
0.108	0.016495
0.111	0.0165704
0.114	0.0166441
0.117	0.0167161
0.12	0.0167868
0.123	0.0168561
0.126	0.0169241
0.129	0.016991
0.132	0.0170568
0.135	0.0171216
0.138	0.0171852
0.141	0.0172478
0.144	0.0173092
0.147	0.0173694
0.15	0.0174283
0.153	0.0174858
0.156	0.0175417
0.159	0.0175958
0.162	0.0176481
0.165	0.0176982
0.168	0.017746
0.171	0.0177912
0.174	0.0178337
0.177	0.0178731
0.18	0.0179092
0.183	0.0179419
0.186	0.017971
0.189	0.0179961
0.192	0.0180173
0.195	0.0180342
0.198	0.018047
0.201	0.0180553
0.204	0.0180593
0.207	0.018059
0.21	0.0180543
0.213	0.0180453
0.216	0.0180323
0.219	0.0180153
0.222	0.0179945
0.225	0.0179703
0.228	0.0179427
0.231	0.0179122
0.234	0.017879
0.237	0.0178434
0.24	0.0178058
0.243	0.0177666
0.246	0.0177259
0.249	0.0176843
0.252	0.017642
0.255	0.0175993
0.258	0.0175566
0.261	0.017514
0.264	0.017472
0.267	0.0174308
0.27	0.0173905
0.273	0.0173514
0.276	0.0173136
0.279	0.0172774
0.282	0.0172428
0.285	0.01721
0.288	0.0171791
0.291	0.0171501
0.294	0.0171231
0.297	0.0170981
0.3	0.0170752
0.303	0.0170542
0.306	0.0170353
0.309	0.0170183
0.312	0.0170032
0.315	0.0169899
0.318	0.0169783
0.321	0.0169684
0.324	0.01696
0.327	0.0169529
0.33	0.016947
0.333	0.0169422
0.336	0.0169383
0.339	0.016935
0.342	0.0169322
0.345	0.0169296
0.348	0.016927
0.351	0.0169242
0.354	0.0169209
0.357	0.0169168
0.36	0.0169117
0.363	0.0169053
0.366	0.0168973
0.369	0.0168874
0.372	0.0168754
0.375	0.0168611
0.378	0.0168441
0.381	0.0168242
0.384	0.0168013
0.387	0.0167751
0.39	0.0167455
0.393	0.0167123
0.396	0.0166756
0.399	0.0166351
0.402	0.0165909
0.405	0.0165431
0.408	0.0164917
0.411	0.0164368
0.414	0.0163785
0.417	0.0163172
0.42	0.0162529
0.423	0.0161859
0.426	0.0161165
0.429	0.0160451
0.432	0.015972
0.435	0.0158975
0.438	0.0158219
0.441	0.0157456
0.444	0.0156691
0.447	0.0155925
0.45	0.0155163
0.453	0.0154408
0.456	0.0153663
0.459	0.0152931
0.462	0.0152214
0.465	0.0151515
0.468	0.0150837
0.471	0.015018
0.474	0.0149547
0.477	0.014894
0.48	0.0148358
0.483	0.0147804
0.486	0.0147278
0.489	0.014678
0.492	0.0146311
0.495	0.014587
0.498	0.0145459
0.501	0.0145075
0.504	0.014472
0.507	0.0144393
0.51	0.0144092
0.513	0.0143818
0.516	0.0143568
0.519	0.0143344
0.522	0.0143142
0.525	0.0142963
0.528	0.0142805
0.531	0.0142666
0.534	0.0142546
0.537	0.0142442
0.54	0.0142354
0.543	0.014228
0.546	0.0142217
0.549	0.0142165
0.552	0.0142122
0.555	0.0142084
0.558	0.0142052
0.561	0.0142021
0.564	0.0141991
0.567	0.0141959
0.57	0.0141923
0.573	0.0141881
0.576	0.0141829
0.579	0.0141767
0.582	0.0141692
0.585	0.0141602
0.588	0.0141495
0.591	0.0141368
0.594	0.014122
0.597	0.014105
0.6	0.0140856
0.603	0.0140637
0.606	0.0140391
0.609	0.0140119
0.612	0.013982
0.615	0.0139494
0.618	0.0139142
0.621	0.0138763
0.624	0.0138358
