 x 	V[Y|X = x] 
0	0.273518
0.003	0.274487
0.006	0.27546
0.009	0.276436
0.012	0.277416
0.015	0.2784
0.018	0.279388
0.021	0.280379
0.024	0.281374
0.027	0.282372
0.03	0.283375
0.033	0.28438
0.036	0.28539
0.039	0.286402
0.042	0.287418
0.045	0.288438
0.048	0.289461
0.051	0.290488
0.054	0.291517
0.057	0.29255
0.06	0.293587
0.063	0.294626
0.066	0.295669
0.069	0.296715
0.072	0.297764
0.075	0.298816
0.078	0.299871
0.081	0.300929
0.084	0.30199
0.087	0.303054
0.09	0.30412
0.093	0.30519
0.096	0.306262
0.099	0.307337
0.102	0.308415
0.105	0.309495
0.108	0.310577
0.111	0.311663
0.114	0.31275
0.117	0.313841
0.12	0.314933
0.123	0.316028
0.126	0.317125
0.129	0.318224
0.132	0.319325
0.135	0.320428
0.138	0.321534
0.141	0.322641
0.144	0.32375
0.147	0.324861
0.15	0.325973
0.153	0.327088
0.156	0.328203
0.159	0.329321
0.162	0.33044
0.165	0.33156
0.168	0.332681
0.171	0.333804
0.174	0.334928
0.177	0.336053
0.18	0.337179
0.183	0.338307
0.186	0.339434
0.189	0.340563
0.192	0.341693
0.195	0.342823
0.198	0.343953
0.201	0.345085
0.204	0.346216
0.207	0.347348
0.21	0.34848
0.213	0.349612
0.216	0.350745
0.219	0.351877
0.222	0.353009
0.225	0.354141
0.228	0.355272
0.231	0.356403
0.234	0.357534
0.237	0.358664
0.24	0.359794
0.243	0.360922
0.246	0.36205
0.249	0.363177
0.252	0.364302
0.255	0.365427
0.258	0.36655
0.261	0.367672
0.264	0.368792
0.267	0.369911
0.27	0.371029
0.273	0.372144
0.276	0.373257
0.279	0.374369
0.282	0.375478
0.285	0.376586
0.288	0.37769
0.291	0.378793
0.294	0.379893
0.297	0.38099
0.3	0.382085
0.303	0.383176
0.306	0.384265
0.309	0.385351
0.312	0.386433
0.315	0.387512
0.318	0.388588
0.321	0.38966
0.324	0.390728
0.327	0.391793
0.33	0.392853
0.333	0.39391
0.336	0.394963
0.339	0.396011
0.342	0.397055
0.345	0.398094
0.348	0.399129
0.351	0.400159
0.354	0.401184
0.357	0.402204
0.36	0.40322
0.363	0.404229
0.366	0.405234
0.369	0.406233
0.372	0.407227
0.375	0.408214
0.378	0.409196
0.381	0.410172
0.384	0.411142
0.387	0.412106
0.39	0.413063
0.393	0.414014
0.396	0.414959
0.399	0.415896
0.402	0.416827
0.405	0.417751
0.408	0.418668
0.411	0.419578
0.414	0.42048
0.417	0.421375
0.42	0.422262
0.423	0.423142
0.426	0.424014
0.429	0.424878
0.432	0.425734
0.435	0.426582
0.438	0.427421
0.441	0.428252
0.444	0.429075
0.447	0.429889
0.45	0.430694
0.453	0.431491
0.456	0.432278
0.459	0.433056
0.462	0.433825
0.465	0.434585
0.468	0.435335
0.471	0.436076
0.474	0.436807
0.477	0.437528
0.48	0.43824
0.483	0.438941
0.486	0.439632
0.489	0.440314
0.492	0.440984
0.495	0.441645
0.498	0.442294
0.501	0.442934
0.504	0.443562
0.507	0.44418
0.51	0.444786
0.513	0.445382
0.516	0.445966
0.519	0.44654
0.522	0.447102
0.525	0.447652
0.528	0.448191
0.531	0.448719
0.534	0.449234
0.537	0.449738
0.54	0.45023
0.543	0.450711
0.546	0.451179
0.549	0.451635
0.552	0.452079
0.555	0.45251
0.558	0.45293
0.561	0.453336
0.564	0.453731
0.567	0.454113
0.57	0.454482
0.573	0.454838
0.576	0.455182
0.579	0.455513
0.582	0.455831
0.585	0.456136
0.588	0.456428
0.591	0.456707
0.594	0.456973
0.597	0.457226
0.6	0.457466
0.603	0.457692
0.606	0.457905
0.609	0.458105
0.612	0.458291
0.615	0.458464
0.618	0.458624
0.621	0.45877
0.624	0.458902
0.627	0.459021
0.63	0.459126
0.633	0.459218
0.636	0.459296
0.639	0.459361
0.642	0.459411
0.645	0.459448
0.648	0.459472
0.651	0.459481
0.654	0.459477
0.657	0.45946
0.66	0.459428
0.663	0.459383
0.666	0.459324
0.669	0.459251
0.672	0.459165
0.675	0.459065
0.678	0.458951
0.681	0.458823
0.684	0.458682
0.687	0.458527
0.69	0.458358
0.693	0.458176
0.696	0.45798
0.699	0.457771
0.702	0.457548
0.705	0.457311
0.708	0.457061
0.711	0.456798
0.714	0.456521
0.717	0.45623
0.72	0.455927
0.723	0.45561
0.726	0.45528
0.729	0.454936
0.732	0.45458
0.735	0.45421
0.738	0.453827
0.741	0.453432
0.744	0.453023
0.747	0.452601
0.75	0.452167
0.753	0.45172
0.756	0.45126
0.759	0.450788
0.762	0.450303
0.765	0.449806
0.768	0.449296
0.771	0.448774
0.774	0.44824
0.777	0.447694
0.78	0.447136
0.783	0.446565
0.786	0.445983
0.789	0.445389
0.792	0.444783
0.795	0.444166
0.798	0.443537
0.801	0.442897
0.804	0.442246
0.807	0.441583
0.81	0.440909
0.813	0.440224
0.816	0.439528
0.819	0.438822
0.822	0.438105
0.825	0.437377
0.828	0.436639
0.831	0.43589
0.834	0.435131
0.837	0.434362
0.84	0.433584
0.843	0.432795
0.846	0.431996
0.849	0.431188
0.852	0.43037
0.855	0.429543
0.858	0.428707
0.861	0.427861
0.864	0.427007
0.867	0.426143
0.87	0.425271
0.873	0.424391
0.876	0.423501
0.879	0.422604
0.882	0.421698
0.885	0.420784
0.888	0.419862
0.891	0.418933
0.894	0.417995
0.897	0.41705
0.9	0.416098
0.903	0.415138
0.906	0.414172
0.909	0.413198
0.912	0.412217
0.915	0.41123
0.918	0.410236
0.921	0.409236
0.924	0.40823
0.927	0.407217
0.93	0.406198
0.933	0.405174
0.936	0.404144
0.939	0.403108
0.942	0.402067
0.945	0.40102
0.948	0.399968
0.951	0.398912
0.954	0.39785
0.957	0.396784
0.96	0.395714
0.963	0.394638
0.966	0.393559
0.969	0.392476
0.972	0.391388
0.975	0.390297
0.978	0.389202
0.981	0.388103
0.984	0.387002
0.987	0.385896
0.99	0.384788
0.993	0.383677
0.996	0.382563
0.999	0.381446
1.002	0.380327
1.005	0.379205
1.008	0.378081
1.011	0.376955
1.014	0.375827
1.017	0.374697
1.02	0.373565
1.023	0.372432
1.026	0.371298
1.029	0.370162
1.032	0.369025
1.035	0.367887
1.038	0.366748
1.041	0.365608
1.044	0.364468
1.047	0.363327
1.05	0.362186
1.053	0.361045
1.056	0.359903
1.059	0.358762
1.062	0.357621
1.065	0.35648
1.068	0.355339
1.071	0.354199
1.074	0.35306
1.077	0.351922
1.08	0.350784
1.083	0.349648
1.086	0.348513
1.089	0.347379
1.092	0.346246
1.095	0.345115
1.098	0.343986
1.101	0.342858
1.104	0.341732
1.107	0.340609
1.11	0.339487
1.113	0.338368
1.116	0.337251
1.119	0.336136
1.122	0.335024
1.125	0.333915
1.128	0.332808
1.131	0.331704
1.134	0.330604
1.137	0.329506
1.14	0.328412
1.143	0.32732
1.146	0.326233
1.149	0.325148
1.152	0.324068
1.155	0.322991
1.158	0.321918
1.161	0.320848
1.164	0.319783
1.167	0.318722
1.17	0.317664
1.173	0.316612
1.176	0.315563
1.179	0.314519
1.182	0.313479
1.185	0.312444
1.188	0.311414
1.191	0.310389
1.194	0.309368
1.197	0.308352
1.2	0.307341
1.203	0.306336
1.206	0.305335
1.209	0.30434
1.212	0.30335
1.215	0.302365
1.218	0.301386
1.221	0.300413
1.224	0.299445
1.227	0.298483
1.23	0.297526
1.233	0.296576
1.236	0.295631
1.239	0.294692
1.242	0.293759
1.245	0.292832
1.248	0.291912
1.251	0.290997
1.254	0.290089
1.257	0.289187
1.26	0.288292
1.263	0.287403
1.266	0.28652
1.269	0.285645
1.272	0.284775
1.275	0.283912
1.278	0.283056
1.281	0.282207
1.284	0.281365
1.287	0.280529
1.29	0.2797
1.293	0.278879
1.296	0.278064
1.299	0.277256
1.302	0.276456
1.305	0.275662
1.308	0.274876
1.311	0.274097
1.314	0.273325
1.317	0.27256
1.32	0.271803
1.323	0.271053
1.326	0.27031
1.329	0.269575
1.332	0.268848
1.335	0.268128
1.338	0.267415
1.341	0.26671
1.344	0.266013
1.347	0.265323
1.35	0.264641
1.353	0.263967
1.356	0.2633
1.359	0.262641
1.362	0.26199
1.365	0.261347
1.368	0.260712
1.371	0.260084
1.374	0.259464
1.377	0.258852
1.38	0.258249
1.383	0.257653
1.386	0.257065
1.389	0.256485
1.392	0.255913
1.395	0.255349
1.398	0.254793
1.401	0.254245
1.404	0.253705
1.407	0.253173
1.41	0.25265
1.413	0.252134
1.416	0.251627
1.419	0.251128
1.422	0.250637
1.425	0.250154
1.428	0.24968
1.431	0.249213
1.434	0.248755
1.437	0.248305
1.44	0.247863
1.443	0.24743
1.446	0.247005
1.449	0.246588
1.452	0.246179
1.455	0.245779
1.458	0.245387
1.461	0.245003
1.464	0.244627
1.467	0.24426
1.47	0.243901
1.473	0.24355
1.476	0.243208
1.479	0.242874
1.482	0.242548
1.485	0.242231
1.488	0.241922
1.491	0.241621
1.494	0.241329
1.497	0.241045
1.5	0.240769
1.503	0.240502
1.506	0.240243
1.509	0.239992
1.512	0.23975
1.515	0.239515
