 x  	 F(x)  
0	0.0176472
0.003	0.0177086
0.006	0.018395
0.009	0.019551
0.012	0.0207662
0.015	0.022043
0.018	0.0233839
0.021	0.0247911
0.024	0.0262671
0.027	0.0278143
0.03	0.0294351
0.033	0.0311318
0.036	0.0329066
0.039	0.0347619
0.042	0.0366995
0.045	0.0387217
0.048	0.0408302
0.051	0.0430268
0.054	0.0453129
0.057	0.04769
0.06	0.0501591
0.063	0.0527212
0.066	0.0553767
0.069	0.0581261
0.072	0.0609692
0.075	0.0639058
0.078	0.066935
0.081	0.0700559
0.084	0.0732668
0.087	0.0765659
0.09	0.0799507
0.093	0.0834186
0.096	0.0869662
0.099	0.09059
0.102	0.0942858
0.105	0.098049
0.108	0.101875
0.111	0.105758
0.114	0.109693
0.117	0.113673
0.12	0.117692
0.123	0.121744
0.126	0.125822
0.129	0.129918
0.132	0.134027
0.135	0.138139
0.138	0.142249
0.141	0.146348
0.144	0.15043
0.147	0.154488
0.15	0.158515
0.153	0.162503
0.156	0.166448
0.159	0.170341
0.162	0.174179
0.165	0.177954
0.168	0.181663
0.171	0.1853
0.174	0.188861
0.177	0.192343
0.18	0.195742
0.183	0.199055
0.186	0.202279
0.189	0.205413
0.192	0.208455
0.195	0.211403
0.198	0.214258
0.201	0.217017
0.204	0.219682
0.207	0.222252
0.21	0.224729
0.213	0.227112
0.216	0.229403
0.219	0.231603
0.222	0.233713
0.225	0.235736
0.228	0.237673
0.231	0.239526
0.234	0.241298
0.237	0.242989
0.24	0.244604
0.243	0.246144
0.246	0.247611
0.249	0.249008
0.252	0.250337
0.255	0.251601
0.258	0.252813
0.261	0.254067
0.264	0.25539
0.267	0.256784
0.27	0.258252
0.273	0.259796
0.276	0.261419
0.279	0.263123
0.282	0.264911
0.285	0.266786
0.288	0.268748
0.291	0.270802
0.294	0.272948
0.297	0.275188
0.3	0.277524
0.303	0.279956
0.306	0.282487
0.309	0.285117
0.312	0.287846
0.315	0.290674
0.318	0.2936
0.321	0.296625
0.324	0.299747
0.327	0.302964
0.33	0.306274
0.333	0.309675
0.336	0.313163
0.339	0.316736
0.342	0.320389
0.345	0.324117
0.348	0.327916
0.351	0.33178
0.354	0.335704
0.357	0.339681
0.36	0.343705
0.363	0.347768
0.366	0.351864
0.369	0.355986
0.372	0.360125
0.375	0.364274
0.378	0.368425
0.381	0.372571
0.384	0.376704
0.387	0.380816
0.39	0.384899
0.393	0.388947
0.396	0.392953
0.399	0.39691
0.402	0.400811
0.405	0.404651
0.408	0.408424
0.411	0.412126
0.414	0.415751
0.417	0.419295
0.42	0.422756
0.423	0.426128
0.426	0.429411
0.429	0.432602
0.432	0.435698
0.435	0.438699
0.438	0.441604
0.441	0.444412
0.444	0.447123
0.447	0.449737
0.45	0.452256
0.453	0.454679
0.456	0.457008
0.459	0.459244
0.462	0.461389
0.465	0.463445
0.468	0.465413
0.471	0.467296
0.474	0.469097
0.477	0.470816
0.48	0.472458
0.483	0.474023
0.486	0.475516
0.489	0.476937
0.492	0.478291
0.495	0.479578
0.498	0.480803
0.501	0.481853
0.504	0.482904
0.507	0.484008
0.51	0.485168
0.513	0.486385
0.516	0.487663
0.519	0.489002
0.522	0.490405
0.525	0.491874
0.528	0.493411
0.531	0.495019
0.534	0.496699
0.537	0.498453
0.54	0.500282
0.543	0.502189
0.546	0.504174
0.549	0.50624
0.552	0.508387
0.555	0.510615
0.558	0.512926
0.561	0.51532
0.564	0.517797
0.567	0.520357
0.57	0.522999
0.573	0.525722
0.576	0.528525
0.579	0.531406
0.582	0.534364
0.585	0.537396
0.588	0.540499
0.591	0.543669
0.594	0.546904
0.597	0.550199
0.6	0.55355
0.603	0.556952
0.606	0.560401
0.609	0.56389
0.612	0.567414
0.615	0.570967
0.618	0.574543
0.621	0.578136
0.624	0.58174
0.627	0.585348
0.63	0.588953
0.633	0.592549
0.636	0.59613
0.639	0.599689
0.642	0.603221
0.645	0.606718
0.648	0.610177
0.651	0.61359
0.654	0.616953
0.657	0.620261
0.66	0.62351
0.663	0.626696
0.666	0.629814
0.669	0.632862
0.672	0.635837
0.675	0.638736
0.678	0.641556
0.681	0.644297
0.684	0.646957
0.687	0.649535
0.69	0.652029
0.693	0.654441
0.696	0.65677
0.699	0.659015
0.702	0.661179
0.705	0.66326
0.708	0.665262
0.711	0.667184
0.714	0.669028
0.717	0.670796
0.72	0.67249
0.723	0.67411
0.726	0.67566
0.729	0.677141
0.732	0.678555
0.735	0.679904
0.738	0.681191
0.741	0.682417
0.744	0.683585
0.747	0.684697
0.75	0.685714
0.753	0.68644
0.756	0.687207
0.759	0.688016
0.762	0.688868
0.765	0.689765
0.768	0.69071
0.771	0.691705
0.774	0.69275
0.777	0.693848
0.78	0.695001
0.783	0.69621
0.786	0.697477
0.789	0.698804
0.792	0.700192
0.795	0.701643
0.798	0.703159
0.801	0.70474
0.804	0.706387
0.807	0.708102
0.81	0.709885
0.813	0.711736
0.816	0.713657
0.819	0.715646
0.822	0.717704
0.825	0.719831
0.828	0.722024
0.831	0.724284
0.834	0.726608
0.837	0.728995
0.84	0.731443
0.843	0.733948
0.846	0.736509
0.849	0.739122
0.852	0.741784
0.855	0.74449
0.858	0.747236
0.861	0.750018
0.864	0.752832
0.867	0.755672
0.87	0.758533
0.873	0.761411
0.876	0.764299
0.879	0.767191
0.882	0.770084
0.885	0.772971
0.888	0.775846
0.891	0.778705
0.894	0.781541
0.897	0.784351
0.9	0.787129
0.903	0.78987
0.906	0.792571
0.909	0.795226
0.912	0.797833
0.915	0.800387
0.918	0.802886
0.921	0.805327
0.924	0.807707
0.927	0.810024
0.93	0.812277
0.933	0.814464
0.936	0.816584
0.939	0.818636
0.942	0.82062
0.945	0.822536
0.948	0.824383
0.951	0.826162
0.954	0.827874
0.957	0.829518
0.96	0.831097
0.963	0.832612
0.966	0.834062
0.969	0.835451
0.972	0.836779
0.975	0.838048
0.978	0.839259
0.981	0.840415
0.984	0.841517
0.987	0.842566
0.99	0.843566
0.993	0.844517
0.996	0.845421
0.999	0.84628
1.002	0.846938
1.005	0.847399
1.008	0.847887
1.011	0.848405
1.014	0.848952
1.017	0.849531
1.02	0.850142
1.023	0.850788
1.026	0.851469
1.029	0.852187
1.032	0.852943
1.035	0.853739
1.038	0.854576
1.041	0.855455
1.044	0.856378
1.047	0.857345
1.05	0.858358
1.053	0.859417
1.056	0.860523
1.059	0.861678
1.062	0.862882
1.065	0.864134
1.068	0.865436
1.071	0.866788
1.074	0.868189
1.077	0.869638
1.08	0.871136
1.083	0.872681
1.086	0.874272
1.089	0.875909
1.092	0.877588
1.095	0.879309
1.098	0.881068
1.101	0.882865
1.104	0.884695
1.107	0.886556
1.11	0.888445
1.113	0.890358
1.116	0.892291
1.119	0.894242
1.122	0.896206
1.125	0.898179
1.128	0.900156
1.131	0.902135
1.134	0.904111
1.137	0.906079
1.14	0.908036
1.143	0.909977
1.146	0.9119
1.149	0.9138
1.152	0.915674
1.155	0.917518
1.158	0.91933
1.161	0.921107
1.164	0.922846
1.167	0.924545
1.17	0.926202
1.173	0.927815
1.176	0.929383
1.179	0.930904
1.182	0.932378
1.185	0.933803
1.188	0.93518
1.191	0.936508
1.194	0.937787
1.197	0.939017
1.2	0.940199
1.203	0.941333
1.206	0.94242
1.209	0.94346
1.212	0.944455
1.215	0.945405
1.218	0.946312
1.221	0.947176
1.224	0.948
1.227	0.948783
1.23	0.949529
1.233	0.950237
1.236	0.950909
1.239	0.951547
1.242	0.952152
1.245	0.952726
1.248	0.953148
1.251	0.953331
1.254	0.953526
1.257	0.953733
1.26	0.953954
1.263	0.954189
1.266	0.954439
1.269	0.954704
1.272	0.954984
1.275	0.955282
1.278	0.955597
1.281	0.95593
1.284	0.956282
1.287	0.956653
1.29	0.957044
1.293	0.957456
1.296	0.95789
1.299	0.958345
1.302	0.958822
1.305	0.959322
1.308	0.959846
1.311	0.960393
1.314	0.960963
1.317	0.961557
1.32	0.962176
1.323	0.962818
1.326	0.963483
1.329	0.964172
1.332	0.964884
1.335	0.965618
1.338	0.966374
1.341	0.967151
1.344	0.967947
1.347	0.968762
1.35	0.969594
1.353	0.970443
1.356	0.971306
