 x  	 F(x)  
0	0.00294722
0.003	0.00952666
0.006	0.016128
0.009	0.0227512
0.012	0.0293965
0.015	0.0360641
0.018	0.0427539
0.021	0.0494661
0.024	0.0562008
0.027	0.0629582
0.03	0.0690836
0.033	0.0723441
0.036	0.075606
0.039	0.0788692
0.042	0.0821339
0.045	0.0853998
0.048	0.0886672
0.051	0.0919359
0.054	0.095206
0.057	0.0984775
0.06	0.101676
0.063	0.10928
0.066	0.116936
0.069	0.124579
0.072	0.13221
0.075	0.139828
0.078	0.147433
0.081	0.155025
0.084	0.162605
0.087	0.170172
0.09	0.177387
0.093	0.176504
0.096	0.1731
0.099	0.169695
0.102	0.166289
0.105	0.162883
0.108	0.159476
0.111	0.156069
0.114	0.152661
0.117	0.149252
0.12	0.147266
0.123	0.154348
0.126	0.162096
0.129	0.169853
0.132	0.17762
0.135	0.185396
0.138	0.193181
0.141	0.200976
0.144	0.20878
0.147	0.216593
0.15	0.224413
0.153	0.228852
0.156	0.233309
0.159	0.237747
0.162	0.242165
0.165	0.246565
0.168	0.250945
0.171	0.255307
0.174	0.25965
0.177	0.263974
0.18	0.268224
0.183	0.267843
0.186	0.266817
0.189	0.265788
0.192	0.264758
0.195	0.263726
0.198	0.262693
0.201	0.261659
0.204	0.260622
0.207	0.259584
0.21	0.258545
0.213	0.264385
0.216	0.270589
0.219	0.276797
0.222	0.28301
0.225	0.289226
0.228	0.295448
0.231	0.301673
0.234	0.307903
0.237	0.314137
0.24	0.320147
0.243	0.317288
0.246	0.314396
0.249	0.311503
0.252	0.30861
0.255	0.305716
0.258	0.302821
0.261	0.299925
0.264	0.297029
0.267	0.294133
0.27	0.291504
0.273	0.296693
0.276	0.302383
0.279	0.308081
0.282	0.313786
0.285	0.319499
0.288	0.325219
0.291	0.330947
0.294	0.336683
0.297	0.342426
0.3	0.348177
0.303	0.354093
0.306	0.361221
0.309	0.368322
0.312	0.375397
0.315	0.382445
0.318	0.389467
0.321	0.396462
0.324	0.403431
0.327	0.410374
0.33	0.41685
0.333	0.412969
0.336	0.407397
0.339	0.401803
0.342	0.396187
0.345	0.39055
0.348	0.384891
0.351	0.37921
0.354	0.373506
0.357	0.367781
0.36	0.362033
0.363	0.369996
0.366	0.380772
0.369	0.391503
0.372	0.402189
0.375	0.412832
0.378	0.423431
0.381	0.433987
0.384	0.444499
0.387	0.454969
0.39	0.465401
0.393	0.46766
0.396	0.467526
0.399	0.467391
0.402	0.467255
0.405	0.46712
0.408	0.466984
0.411	0.466847
0.414	0.466711
0.417	0.466574
0.42	0.466516
0.423	0.467938
0.426	0.46937
0.429	0.470803
0.432	0.472234
0.435	0.473666
0.438	0.475097
0.441	0.476528
0.444	0.477959
0.447	0.47939
0.45	0.480846
0.453	0.481532
0.456	0.482123
0.459	0.482713
0.462	0.483304
0.465	0.483893
0.468	0.484483
0.471	0.485072
0.474	0.48566
0.477	0.486248
0.48	0.48693
0.483	0.488453
0.486	0.489949
0.489	0.491445
0.492	0.492941
0.495	0.494437
0.498	0.495933
0.501	0.497429
0.504	0.498924
0.507	0.50042
0.51	0.502057
0.513	0.506851
0.516	0.511646
0.519	0.516441
0.522	0.521237
0.525	0.526033
0.528	0.53083
0.531	0.535627
0.534	0.540425
0.537	0.545223
0.54	0.550571
0.543	0.554209
0.546	0.557852
0.549	0.5615
0.552	0.565152
0.555	0.56881
0.558	0.572471
0.561	0.576138
0.564	0.57981
0.567	0.583486
0.57	0.5878
0.573	0.592422
0.576	0.597045
0.579	0.601669
0.582	0.606293
0.585	0.610918
0.588	0.615544
0.591	0.62017
0.594	0.624797
0.597	0.629425
0.6	0.633971
0.603	0.635223
0.606	0.636474
0.609	0.637725
0.612	0.638974
0.615	0.640223
0.618	0.641471
0.621	0.642718
0.624	0.643964
0.627	0.645209
0.63	0.646569
0.633	0.652044
0.636	0.657467
0.639	0.662893
0.642	0.668321
0.645	0.673752
0.648	0.679185
0.651	0.684621
0.654	0.690059
0.657	0.6955
0.66	0.700943
0.663	0.703036
0.666	0.705073
0.669	0.707111
0.672	0.709148
0.675	0.711185
0.678	0.713223
0.681	0.71526
0.684	0.717297
0.687	0.719335
0.69	0.721372
0.693	0.723844
0.696	0.726261
0.699	0.728675
0.702	0.731086
0.705	0.733493
0.708	0.735897
0.711	0.738298
0.714	0.740695
0.717	0.743089
0.72	0.745479
0.723	0.746024
0.726	0.746038
0.729	0.748046
0.732	0.750058
0.735	0.752072
0.738	0.75409
0.741	0.75611
0.744	0.758133
0.747	0.760159
0.75	0.762188
0.753	0.762407
0.756	0.761983
0.759	0.757593
0.762	0.753202
0.765	0.748816
0.768	0.744435
0.771	0.740058
0.774	0.735686
0.777	0.731318
0.78	0.726954
0.783	0.722595
0.786	0.719123
0.789	0.723561
0.792	0.728543
0.795	0.733534
0.798	0.738534
0.801	0.743542
0.804	0.748559
0.807	0.753585
0.81	0.75862
0.813	0.763663
0.816	0.768369
0.819	0.768313
0.822	0.768257
0.825	0.768201
0.828	0.768145
0.831	0.768089
0.834	0.768033
0.837	0.767978
0.84	0.767922
0.843	0.767866
0.846	0.76781
0.849	0.776124
0.852	0.786033
0.855	0.795915
0.858	0.805772
0.861	0.815604
0.864	0.82541
0.867	0.835191
0.87	0.844947
0.873	0.854678
0.876	0.864248
0.879	0.864556
0.882	0.863296
0.885	0.862033
0.888	0.860766
0.891	0.859497
0.894	0.858224
0.897	0.856948
0.9	0.855669
0.903	0.854387
0.906	0.853102
0.909	0.853719
0.912	0.854421
0.915	0.855124
0.918	0.855826
0.921	0.856528
0.924	0.857229
0.927	0.85793
0.93	0.85863
0.933	0.859331
0.936	0.86003
0.939	0.863361
0.942	0.866935
0.945	0.870504
0.948	0.874069
0.951	0.877628
0.954	0.881183
0.957	0.884733
0.96	0.888278
0.963	0.891818
0.966	0.895171
0.969	0.893837
0.972	0.892121
0.975	0.890401
0.978	0.888679
0.981	0.886954
0.984	0.885225
0.987	0.883493
0.99	0.881759
0.993	0.880021
0.996	0.878364
0.999	0.881147
1.002	0.883993
1.005	0.886837
1.008	0.889679
1.011	0.89252
1.014	0.895359
1.017	0.898196
1.02	0.901031
1.023	0.903865
1.026	0.90672
1.029	0.907264
1.032	0.907718
1.035	0.908173
1.038	0.908627
1.041	0.909082
1.044	0.909536
1.047	0.909991
1.05	0.910445
1.053	0.9109
1.056	0.911357
1.059	0.911517
1.062	0.911654
1.065	0.911792
1.068	0.91193
1.071	0.912068
1.074	0.912206
1.077	0.912344
1.08	0.912483
1.083	0.912621
1.086	0.91276
1.089	0.919065
1.092	0.925674
1.095	0.932281
1.098	0.938885
1.101	0.945488
1.104	0.952087
1.107	0.958685
1.11	0.96528
1.113	0.971873
1.116	0.978083
1.119	0.975352
1.122	0.971447
1.125	0.967543
1.128	0.96364
1.131	0.959738
1.134	0.955838
1.137	0.951939
1.14	0.948041
1.143	0.944144
1.146	0.940289
1.149	0.942191
1.152	0.944896
1.155	0.947601
1.158	0.950307
1.161	0.953015
1.164	0.955722
1.167	0.958431
1.17	0.96114
1.173	0.963851
1.176	0.966562
1.179	0.969824
1.182	0.973109
1.185	0.97639
1.188	0.979667
1.191	0.982941
1.194	0.986211
1.197	0.989477
1.2	0.992739
1.203	0.995997
1.206	0.999238
1.209	0.999317
1.212	0.998941
1.215	0.998566
1.218	0.99819
1.221	0.997813
1.224	0.997437
1.227	0.99706
1.23	0.996683
1.233	0.996306
1.236	0.995932
1.239	0.99627
1.242	0.996633
1.245	0.996997
1.248	0.997361
1.251	0.997725
1.254	0.99809
1.257	0.998455
1.26	0.99882
1.263	0.999186
1.266	0.999438
1.269	0.996478
1.272	0.993503
1.275	0.990534
1.278	0.987571
1.281	0.984613
1.284	0.98166
1.287	0.978714
1.29	0.975772
1.293	0.972837
1.296	0.971908
1.299	0.978008
1.302	0.984627
1.305	0.991266
1.308	0.997924
1.311	1.0046
1.314	1.0113
1.317	1.01801
1.32	1.02475
1.323	1.0315
1.326	1.03801
1.329	1.03745
1.332	1.03689
1.335	1.03633
1.338	1.03577
1.341	1.03521
1.344	1.03466
1.347	1.0341
1.35	1.03355
1.353	1.033
1.356	1.03245
1.359	1.03007
1.362	1.02768
1.365	1.02529
1.368	1.0229
1.371	1.02051
1.374	1.01812
1.377	1.01574
1.38	1.01335
1.383	1.01097
1.386	1.00859
1.389	1.00644
1.392	1.00456
1.395	1.00268
1.398	1.0008
1.401	0.998927
1.404	0.997051
1.407	0.995176
1.41	0.993302
1.413	0.991429
1.416	0.989636
1.419	0.990146
1.422	0.990803
1.425	0.99146
1.428	0.992117
1.431	0.992775
1.434	0.993432
1.437	0.99409
1.44	0.994749
1.443	0.995407
1.446	0.998083
1.449	1.00456
1.452	1.01102
1.455	1.01751
1.458	1.02401
1.461	1.03053
1.464	1.03707
1.467	1.04363
1.47	1.05021
1.473	1.0568
1.476	1.06286
1.479	1.05865
1.482	1.05444
1.485	1.05024
1.488	1.04606
1.491	1.04188
1.494	1.03771
1.497	1.03355
1.5	1.02941
1.503	1.02527
1.506	1.02142
1.509	1.02383
1.512	1.02646
1.515	1.02909
1.518	1.03172
1.521	1.03435
1.524	1.03699
1.527	1.03963
1.53	1.04227
1.533	1.04491
1.536	1.04782
1.539	1.05092
1.542	1.05376
1.545	1.05661
1.548	1.05945
1.551	1.06228
1.554	1.06512
1.557	1.06795
1.56	1.07077
1.563	1.07359
1.566	1.076
1.569	1.0723
1.572	1.06835
1.575	1.0644
1.578	1.06043
1.581	1.05646
1.584	1.05248
1.587	1.0485
1.59	1.04451
1.593	1.04051
1.596	1.03666
1.599	1.04117
1.602	1.04567
1.605	1.05018
1.608	1.05469
1.611	1.05919
1.614	1.06369
1.617	1.06819
1.62	1.07269
1.623	1.07719
1.626	1.08145
1.629	1.07751
1.632	1.07296
1.635	1.06841
1.638	1.06387
1.641	1.05933
1.644	1.05479
1.647	1.05026
1.65	1.04573
1.653	1.0412
1.656	1.03669
1.659	1.03625
1.662	1.03671
1.665	1.03718
1.668	1.03765
1.671	1.03812
1.674	1.03859
1.677	1.03906
1.68	1.03953
1.683	1.04
1.686	1.04043
1.689	1.03802
1.692	1.03558
1.695	1.03315
1.698	1.03071
1.701	1.02827
1.704	1.02584
1.707	1.0234
1.71	1.02097
1.713	1.01854
1.716	1.01613
1.719	1.01707
1.722	1.01824
1.725	1.0194
1.728	1.02057
1.731	1.02173
1.734	1.0229
1.737	1.02406
1.74	1.02523
1.743	1.02639
1.746	1.02756
1.749	1.02588
1.752	1.02402
1.755	1.02216
1.758	1.0203
1.761	1.01844
1.764	1.01658
1.767	1.01473
1.77	1.01287
1.773	1.01101
1.776	1.00915
1.779	1.00715
1.782	1.0051
1.785	1.00305
1.788	1.001
1.791	0.998951
1.794	0.996906
1.797	0.994864
1.8	0.992823
1.803	0.990786
1.806	0.988996
1.809	0.991327
1.812	0.99392
1.815	0.996517
1.818	0.999119
1.821	1.00173
1.824	1.00434
1.827	1.00696
1.83	1.00958
1.833	1.0122
1.836	1.01479
1.839	1.01353
1.842	1.01222
1.845	1.01092
1.848	1.00961
1.851	1.0083
1.854	1.007
1.857	1.0057
1.86	1.00439
1.863	1.00309
1.866	1.00177
1.869	1.0007
1.872	0.999678
1.875	0.99866
1.878	0.997642
1.881	0.996624
1.884	0.995607
1.887	0.994589
1.89	0.993572
1.893	0.992555
1.896	0.991537
1.899	0.990882
1.902	0.990278
1.905	0.989672
1.908	0.989066
1.911	0.988459
1.914	0.987851
1.917	0.987242
1.92	0.986632
1.923	0.986021
1.926	0.98541
1.929	0.980486
1.932	0.975129
1.935	0.969786
1.938	0.964457
1.941	0.959142
1.944	0.953841
1.947	0.948554
1.95	0.943281
1.953	0.938022
1.956	0.933383
1.959	0.937656
1.962	0.943217
1.965	0.948788
1.968	0.954369
1.971	0.959959
1.974	0.965559
1.977	0.971168
1.98	0.976787
1.983	0.982416
1.986	0.98713
1.989	0.982733
1.992	0.978055
1.995	0.973371
1.998	0.968681
2.001	0.963985
2.004	0.959283
2.007	0.954576
2.01	0.949863
2.013	0.945144
2.016	0.940434
2.019	0.944472
2.022	0.9486
2.025	0.952718
2.028	0.956826
2.031	0.960924
2.034	0.965013
2.037	0.969092
2.04	0.973161
2.043	0.977221
2.046	0.981138
2.049	0.980393
2.052	0.979407
2.055	0.978421
2.058	0.977435
2.061	0.97645
2.064	0.975465
2.067	0.974481
2.07	0.973497
2.073	0.972513
2.076	0.969577
2.079	0.96351
2.082	0.957445
2.085	0.951362
2.088	0.94526
2.091	0.939139
2.094	0.932999
2.097	0.926841
2.1	0.920663
2.103	0.914467
2.106	0.90912
2.109	0.905815
2.112	0.902518
2.115	0.899227
2.118	0.895943
2.121	0.892666
2.124	0.889396
2.127	0.886133
2.13	0.882876
2.133	0.879626
2.136	0.876507
2.139	0.876825
2.142	0.877143
2.145	0.877461
2.148	0.877779
2.151	0.878097
2.154	0.878415
2.157	0.878734
2.16	0.879052
2.163	0.87937
2.166	0.87965
2.169	0.878843
2.172	0.878025
2.175	0.877206
2.178	0.876387
2.181	0.875568
2.184	0.874749
2.187	0.87393
2.19	0.873111
2.193	0.872292
2.196	0.871378
2.199	0.870264
2.202	0.869181
2.205	0.868101
2.208	0.867023
2.211	0.865947
2.214	0.864874
2.217	0.863802
2.22	0.862733
2.223	0.861665
2.226	0.860602
2.229	0.86055
2.232	0.858264
2.235	0.850703
2.238	0.843105
2.241	0.835468
2.244	0.827793
2.247	0.82008
2.25	0.812327
2.253	0.804535
2.256	0.798226
2.259	0.798226
2.262	0.798213
2.265	0.797933
2.268	0.797653
2.271	0.797374
2.274	0.797095
2.277	0.796816
2.28	0.796538
2.283	0.796261
2.286	0.795984
2.289	0.795708
2.292	0.795051
2.295	0.789873
2.298	0.784693
2.301	0.779512
2.304	0.77433
2.307	0.769147
2.31	0.763963
2.313	0.758778
2.316	0.753593
2.319	0.748406
2.322	0.743315
2.325	0.744296
2.328	0.745659
2.331	0.747023
2.334	0.748387
2.337	0.749751
2.34	0.751116
2.343	0.752481
2.346	0.753847
2.349	0.755213
2.352	0.75668
2.355	0.759079
2.358	0.761391
2.361	0.763701
2.364	0.766008
2.367	0.768312
2.37	0.770614
2.373	0.772914
2.376	0.775212
2.379	0.777507
2.382	0.779457
2.385	0.777028
2.388	0.774377
2.391	0.771723
2.394	0.769067
2.397	0.766407
2.4	0.763745
2.403	0.761079
2.406	0.758411
2.409	0.75574
2.412	0.751914
2.415	0.74462
2.418	0.737372
2.421	0.730109
2.424	0.722833
2.427	0.715543
2.43	0.708239
2.433	0.700921
2.436	0.693589
2.439	0.686243
2.442	0.678883
2.445	0.675181
2.448	0.670994
2.451	0.666829
2.454	0.662684
2.457	0.65856
2.46	0.654457
2.463	0.650374
2.466	0.646312
2.469	0.642269
2.472	0.638841
2.475	0.642552
2.478	0.647103
2.481	0.651653
2.484	0.656203
2.487	0.660753
2.49	0.665302
2.493	0.669851
2.496	0.674399
2.499	0.678947
2.502	0.682241
2.505	0.678486
2.508	0.67444
2.511	0.67037
2.514	0.666277
2.517	0.66216
2.52	0.658019
2.523	0.653853
2.526	0.649663
2.529	0.645449
2.532	0.64237
2.535	0.637363
2.538	0.632283
2.541	0.627214
2.544	0.622155
2.547	0.617107
2.55	0.612069
2.553	0.607042
2.556	0.602025
2.559	0.597019
2.562	0.592022
2.565	0.586302
2.568	0.580649
2.571	0.57501
2.574	0.569384
2.577	0.563771
2.58	0.558171
2.583	0.552585
2.586	0.547012
2.589	0.541452
2.592	0.535892
2.595	0.534128
2.598	0.533753
2.601	0.533377
2.604	0.533002
2.607	0.532626
2.61	0.532249
2.613	0.531873
2.616	0.531496
2.619	0.531118
2.622	0.530765
2.625	0.531366
2.628	0.532005
2.631	0.532643
2.634	0.533281
2.637	0.533919
2.64	0.534556
2.643	0.535194
2.646	0.53583
2.649	0.536467
2.652	0.537056
2.655	0.534118
2.658	0.53114
2.661	0.528159
2.664	0.525176
2.667	0.52219
2.67	0.519201
2.673	0.516209
2.676	0.513215
2.679	0.510218
2.682	0.506898
2.685	0.500866
2.688	0.494835
2.691	0.488806
2.694	0.482781
2.697	0.476758
2.7	0.47074
2.703	0.464724
2.706	0.458711
2.709	0.452702
2.712	0.44668
2.715	0.443701
2.718	0.441393
2.721	0.439085
2.724	0.436775
2.727	0.434465
2.73	0.432154
2.733	0.429842
2.736	0.427529
2.739	0.425215
2.742	0.422924
2.745	0.424121
2.748	0.425361
2.751	0.426599
2.754	0.427835
2.757	0.429071
2.76	0.430305
2.763	0.431538
2.766	0.432769
2.769	0.433999
2.772	0.43484
2.775	0.433045
2.778	0.431129
2.781	0.429212
2.784	0.427294
2.787	0.425374
2.79	0.423452
2.793	0.421529
2.796	0.419605
2.799	0.417679
2.802	0.415113
2.805	0.41235
2.808	0.409583
2.811	0.406811
2.814	0.404035
2.817	0.401254
2.82	0.398469
2.823	0.39568
2.826	0.392886
2.829	0.390088
2.832	0.386442
2.835	0.379437
2.838	0.372434
2.841	0.365434
2.844	0.358437
2.847	0.351442
2.85	0.34445
2.853	0.337461
2.856	0.330474
2.859	0.323489
2.862	0.316538
2.865	0.315448
2.868	0.314359
2.871	0.313271
2.874	0.312184
2.877	0.311098
2.88	0.310013
2.883	0.308929
2.886	0.307846
2.889	0.306765
2.892	0.305684
2.895	0.30298
2.898	0.300111
2.901	0.297244
2.904	0.29438
2.907	0.291519
2.91	0.288662
2.913	0.285807
2.916	0.282956
2.919	0.280107
2.922	0.277255
2.925	0.276842
2.928	0.276671
2.931	0.276499
2.934	0.276327
2.937	0.276155
2.94	0.275982
2.943	0.275809
2.946	0.275636
2.949	0.275463
2.952	0.275289
2.955	0.269133
2.958	0.262825
2.961	0.256523
2.964	0.250228
2.967	0.243939
2.97	0.237658
2.973	0.231383
2.976	0.225114
2.979	0.218853
2.982	0.212634
2.985	0.212397
2.988	0.212903
2.991	0.213409
2.994	0.213914
2.997	0.21442
3	0.214926
3.003	0.215431
3.006	0.215936
3.009	0.216442
3.012	0.215683
3.015	0.210703
3.018	0.205686
3.021	0.200657
3.024	0.195617
3.027	0.190565
3.03	0.185502
3.033	0.180428
3.036	0.175342
3.039	0.170244
3.042	0.164536
3.045	0.158743
3.048	0.152946
3.051	0.147145
3.054	0.14134
3.057	0.13553
3.06	0.129716
3.063	0.123898
3.066	0.118075
3.069	0.112249
3.072	0.106634
3.075	0.109694
3.078	0.112754
3.081	0.115809
3.084	0.118857
3.087	0.1219
3.09	0.124937
3.093	0.127967
3.096	0.130992
3.099	0.134012
3.102	0.134814
3.105	0.127842
3.108	0.120354
3.111	0.112828
