 x 	V[Y|X = x] 
0	0.0649265
0.003	0.0649781
0.006	0.0654392
0.009	0.0659117
0.012	0.0663957
0.015	0.0668913
0.018	0.0673985
0.021	0.0679175
0.024	0.0684483
0.027	0.0689909
0.03	0.0695453
0.033	0.0701115
0.036	0.0706896
0.039	0.0712793
0.042	0.0718807
0.045	0.0724937
0.048	0.0731181
0.051	0.0737538
0.054	0.0744006
0.057	0.0750583
0.06	0.0757267
0.063	0.0764054
0.066	0.0770943
0.069	0.0777928
0.072	0.0785008
0.075	0.0792176
0.078	0.079943
0.081	0.0806764
0.084	0.0814173
0.087	0.082165
0.09	0.0829191
0.093	0.0836789
0.096	0.0844436
0.099	0.0852126
0.102	0.0859851
0.105	0.0867602
0.108	0.0875372
0.111	0.0883151
0.114	0.089093
0.117	0.0898699
0.12	0.0906449
0.123	0.091417
0.126	0.092185
0.129	0.0929479
0.132	0.0937046
0.135	0.0944539
0.138	0.0951947
0.141	0.0959258
0.144	0.096646
0.147	0.0973542
0.15	0.0980491
0.153	0.0987295
0.156	0.0993942
0.159	0.100042
0.162	0.100672
0.165	0.101282
0.168	0.101873
0.171	0.102441
0.174	0.102988
0.177	0.10351
0.18	0.104008
0.183	0.104481
0.186	0.104926
0.189	0.105345
0.192	0.105735
0.195	0.106097
0.198	0.106429
0.201	0.10673
0.204	0.107001
0.207	0.107241
0.21	0.107449
0.213	0.107625
0.216	0.107769
0.219	0.107881
0.222	0.107961
0.225	0.108008
0.228	0.108023
0.231	0.108006
0.234	0.107957
0.237	0.107877
0.24	0.107766
0.243	0.107624
0.246	0.107452
0.249	0.107251
0.252	0.107021
0.255	0.106764
0.258	0.106479
0.261	0.106168
0.264	0.105831
0.267	0.10547
0.27	0.105086
0.273	0.104679
0.276	0.104252
0.279	0.103803
0.282	0.103336
0.285	0.102851
0.288	0.102348
0.291	0.10183
0.294	0.101298
0.297	0.100752
0.3	0.100193
0.303	0.0996234
0.306	0.0990435
0.309	0.0984546
0.312	0.0978578
0.315	0.0972541
0.318	0.0966445
0.321	0.09603
0.324	0.0954116
0.327	0.0947903
0.33	0.0941669
0.333	0.0935423
0.336	0.0929174
0.339	0.092293
0.342	0.0916698
0.345	0.0910486
0.348	0.09043
0.351	0.0898147
0.354	0.0892033
0.357	0.0885965
0.36	0.0879947
0.363	0.0873984
0.366	0.0868081
0.369	0.0862244
0.372	0.0856474
0.375	0.0850777
0.378	0.0845155
0.381	0.0839611
0.384	0.0834149
0.387	0.082877
0.39	0.0823477
0.393	0.0818272
0.396	0.0813155
0.399	0.0808129
0.402	0.0803195
0.405	0.0798353
0.408	0.0793604
0.411	0.0788948
0.414	0.0784386
0.417	0.0779919
0.42	0.0775545
0.423	0.0771264
0.426	0.0773515
0.429	0.0777827
0.432	0.0782221
0.435	0.0786695
0.438	0.079125
0.441	0.0795883
0.444	0.0800593
0.447	0.0805379
0.45	0.081024
0.453	0.0815172
0.456	0.0820174
0.459	0.0825243
0.462	0.0830376
0.465	0.083557
0.468	0.0840823
0.471	0.084613
0.474	0.0851487
0.477	0.085689
0.48	0.0862335
0.483	0.0867817
0.486	0.0873331
0.489	0.087887
0.492	0.088443
0.495	0.0890005
0.498	0.0895587
0.501	0.0901171
0.504	0.0906749
0.507	0.0912315
0.51	0.0917859
0.513	0.0923376
0.516	0.0928856
0.519	0.0934291
0.522	0.0939673
0.525	0.0944993
0.528	0.0950242
0.531	0.0955411
0.534	0.096049
0.537	0.0965471
0.54	0.0970343
0.543	0.0975098
0.546	0.0979726
0.549	0.0984217
0.552	0.0988562
0.555	0.0992751
0.558	0.0996775
0.561	0.100063
0.564	0.100429
0.567	0.100777
0.57	0.101104
0.573	0.101411
0.576	0.101696
0.579	0.101959
0.582	0.102198
0.585	0.102414
0.588	0.102605
0.591	0.102772
0.594	0.102913
0.597	0.103028
0.6	0.103117
0.603	0.103179
0.606	0.103215
0.609	0.103223
0.612	0.103204
0.615	0.103158
0.618	0.103084
0.621	0.102984
0.624	0.102855
0.627	0.1027
0.63	0.102519
0.633	0.10231
0.636	0.102076
0.639	0.101816
0.642	0.101532
0.645	0.101222
0.648	0.100889
0.651	0.100532
0.654	0.100153
0.657	0.0997516
0.66	0.0993294
0.663	0.098887
0.666	0.0984253
0.669	0.0979451
0.672	0.0974473
0.675	0.0969329
0.678	0.0964028
0.681	0.0958581
0.684	0.0952996
0.687	0.0947284
0.69	0.0941455
0.693	0.0935518
0.696	0.0929484
0.699	0.0923362
0.702	0.0917162
0.705	0.0910894
0.708	0.0904566
0.711	0.0898189
0.714	0.0891771
0.717	0.0885322
0.72	0.0878849
0.723	0.0872362
0.726	0.0865867
0.729	0.0859374
0.732	0.0852889
0.735	0.084642
0.738	0.0839974
0.741	0.0833557
0.744	0.0827175
0.747	0.0820835
0.75	0.0814541
0.753	0.08083
0.756	0.0802115
0.759	0.0795993
0.762	0.0789936
0.765	0.078395
0.768	0.0778037
0.771	0.0772201
0.774	0.0766445
0.777	0.0760772
0.78	0.0755184
0.783	0.0749684
0.786	0.0744274
0.789	0.0738955
0.792	0.0733728
0.795	0.0728596
0.798	0.0723559
0.801	0.0718618
0.804	0.0713773
0.807	0.0709026
0.81	0.0704376
0.813	0.0699823
0.816	0.0695368
0.819	0.069101
0.822	0.0686748
0.825	0.0682584
0.828	0.0678515
0.831	0.0674541
0.834	0.0670661
0.837	0.0666875
0.84	0.0663181
0.843	0.0659579
0.846	0.0656067
0.849	0.0654308
0.852	0.0655214
0.855	0.0656141
0.858	0.0657088
0.861	0.0658056
0.864	0.0659044
0.867	0.0660052
0.87	0.066108
0.873	0.0662127
0.876	0.0663192
0.879	0.0664276
0.882	0.0665378
0.885	0.0666497
0.888	0.0667632
0.891	0.0668783
0.894	0.0669949
0.897	0.0671128
0.9	0.0672321
0.903	0.0673526
0.906	0.0674741
0.909	0.0675967
0.912	0.0677201
0.915	0.0678442
0.918	0.0679689
0.921	0.068094
0.924	0.0682194
0.927	0.0683449
0.93	0.0684704
0.933	0.0685956
0.936	0.0687204
0.939	0.0688446
0.942	0.068968
0.945	0.0690904
0.948	0.0692115
0.951	0.0693311
0.954	0.0694491
0.957	0.0695652
0.96	0.069679
0.963	0.0697905
0.966	0.0698994
0.969	0.0700054
0.972	0.0701082
0.975	0.0702076
0.978	0.0703033
0.981	0.0703951
0.984	0.0704827
0.987	0.0705659
0.99	0.0706444
0.993	0.0707179
0.996	0.0707863
0.999	0.0708491
1.002	0.0709063
1.005	0.0709576
1.008	0.0710027
1.011	0.0710414
1.014	0.0710736
1.017	0.0710989
1.02	0.0711173
1.023	0.0711285
1.026	0.0711323
1.029	0.0711287
1.032	0.0711174
1.035	0.0710984
1.038	0.0710716
1.041	0.0710367
1.044	0.0709939
1.047	0.0709429
1.05	0.0708838
1.053	0.0708165
1.056	0.0707411
1.059	0.0706575
1.062	0.0705657
1.065	0.0704659
1.068	0.070358
1.071	0.0702422
1.074	0.0701185
1.077	0.0699871
1.08	0.0698481
1.083	0.0697016
1.086	0.0695479
1.089	0.069387
1.092	0.0692193
1.095	0.0690448
1.098	0.0688639
1.101	0.0686767
1.104	0.0684835
1.107	0.0682846
1.11	0.0680801
1.113	0.0678705
1.116	0.0676559
1.119	0.0674367
1.122	0.0672131
1.125	0.0669854
1.128	0.0667539
1.131	0.066519
1.134	0.0662809
1.137	0.06604
1.14	0.0657964
1.143	0.0655506
1.146	0.0653028
1.149	0.0650534
1.152	0.0648025
1.155	0.0645505
1.158	0.0642976
1.161	0.0640442
1.164	0.0637905
1.167	0.0635368
1.17	0.0632832
1.173	0.0630302
1.176	0.0627777
1.179	0.0625262
1.182	0.0622759
1.185	0.0620268
1.188	0.0617793
1.191	0.0615335
1.194	0.0612896
1.197	0.0610478
1.2	0.0608082
1.203	0.060571
1.206	0.0603362
1.209	0.0601042
1.212	0.0598748
1.215	0.0596484
1.218	0.059425
1.221	0.0592046
1.224	0.0589874
1.227	0.0587734
1.23	0.0585627
1.233	0.0583554
1.236	0.0581515
1.239	0.057951
1.242	0.0577541
1.245	0.0575607
1.248	0.0573709
1.251	0.0571846
1.254	0.0570019
1.257	0.0568228
1.26	0.0566473
1.263	0.0564755
1.266	0.0563072
1.269	0.0561424
1.272	0.0559813
1.275	0.0558237
1.278	0.0556695
1.281	0.0555189
1.284	0.0555159
1.287	0.0555142
1.29	0.0555125
1.293	0.0555107
1.296	0.055509
1.299	0.0555072
1.302	0.0555054
1.305	0.0555035
1.308	0.0555016
1.311	0.0554997
1.314	0.0554978
1.317	0.0554958
1.32	0.0554938
1.323	0.0554917
1.326	0.0554896
1.329	0.0554874
1.332	0.0554852
1.335	0.0554829
1.338	0.0554806
1.341	0.0554782
1.344	0.0554757
1.347	0.0554731
1.35	0.0554704
1.353	0.0554677
1.356	0.0554649
1.359	0.0554619
1.362	0.0554589
1.365	0.0554558
1.368	0.0554525
1.371	0.0554491
1.374	0.0554456
1.377	0.055442
1.38	0.0554383
1.383	0.0554344
1.386	0.0554303
1.389	0.0554261
1.392	0.0554217
1.395	0.0554172
1.398	0.0554125
1.401	0.0554076
1.404	0.0554026
1.407	0.0553973
1.41	0.0553919
1.413	0.0553863
1.416	0.0553804
1.419	0.0553744
1.422	0.0553681
1.425	0.0553616
1.428	0.0553549
1.431	0.055348
1.434	0.0553409
1.437	0.0553335
1.44	0.0553258
1.443	0.055318
1.446	0.0553098
1.449	0.0553015
1.452	0.0552929
1.455	0.055284
1.458	0.0552749
1.461	0.0552656
1.464	0.055256
1.467	0.0552462
1.47	0.0552361
1.473	0.0552258
1.476	0.0552152
1.479	0.0552044
1.482	0.0551934
1.485	0.0551821
1.488	0.0551706
1.491	0.0551589
1.494	0.055147
1.497	0.0551349
1.5	0.0551225
1.503	0.05511
1.506	0.0550973
1.509	0.0550844
1.512	0.0550713
1.515	0.0550581
1.518	0.0550447
1.521	0.0550312
1.524	0.0550176
1.527	0.0550038
1.53	0.0549899
1.533	0.054976
1.536	0.0549619
1.539	0.0549477
1.542	0.0549335
1.545	0.0549192
1.548	0.0549049
1.551	0.0548906
1.554	0.0548762
1.557	0.0548618
1.56	0.0548474
1.563	0.0548331
1.566	0.0548187
1.569	0.0548044
1.572	0.0547901
1.575	0.0547759
1.578	0.0547617
1.581	0.0547476
1.584	0.0547336
1.587	0.0547197
1.59	0.0547059
1.593	0.0546922
1.596	0.0546787
1.599	0.0546652
1.602	0.0546519
1.605	0.0546387
1.608	0.0546257
1.611	0.0546128
1.614	0.0546001
1.617	0.0545876
1.62	0.0545752
1.623	0.054563
1.626	0.054551
1.629	0.0545392
1.632	0.0545276
1.635	0.0545161
1.638	0.0545049
1.641	0.0544939
1.644	0.054483
1.647	0.0544724
1.65	0.054462
1.653	0.0544517
1.656	0.0544417
1.659	0.0544319
1.662	0.0544223
1.665	0.0544129
1.668	0.0544038
1.671	0.0543948
1.674	0.054386
1.677	0.0543775
1.68	0.0543691
1.683	0.054361
1.686	0.0543531
1.689	0.0543453
1.692	0.0543378
1.695	0.0543305
1.698	0.0543233
1.701	0.0543164
1.704	0.0543097
1.707	0.0543031
1.71	0.0542967
1.713	0.0542906
1.716	0.0543242
1.719	0.0544276
1.722	0.0545335
1.725	0.0546417
1.728	0.0547524
1.731	0.0548655
1.734	0.0549811
1.737	0.0550991
1.74	0.0552197
1.743	0.0553428
1.746	0.0554684
1.749	0.0555965
1.752	0.0557271
1.755	0.0558602
1.758	0.0559958
1.761	0.0561339
1.764	0.0562745
1.767	0.0564175
1.77	0.056563
1.773	0.0567108
1.776	0.0568611
1.779	0.0570136
1.782	0.0571685
1.785	0.0573256
1.788	0.0574849
1.791	0.0576463
1.794	0.0578098
1.797	0.0579753
1.8	0.0581427
1.803	0.058312
1.806	0.058483
1.809	0.0586557
1.812	0.05883
1.815	0.0590057
1.818	0.0591828
1.821	0.0593612
1.824	0.0595406
1.827	0.0597211
1.83	0.0599025
1.833	0.0600845
1.836	0.0602672
1.839	0.0604503
1.842	0.0606337
1.845	0.0608172
1.848	0.0610007
1.851	0.0611841
1.854	0.0613671
1.857	0.0615495
1.86	0.0617313
1.863	0.0619122
1.866	0.062092
1.869	0.0622706
1.872	0.0624478
1.875	0.0626235
1.878	0.0627973
1.881	0.0629692
1.884	0.063139
1.887	0.0633065
1.89	0.0634715
1.893	0.0636339
1.896	0.0637934
1.899	0.06395
1.902	0.0641035
1.905	0.0642536
1.908	0.0644003
1.911	0.0645434
1.914	0.0646829
1.917	0.0648184
1.92	0.06495
1.923	0.0650775
1.926	0.0652008
1.929	0.0653199
1.932	0.0654345
1.935	0.0655447
1.938	0.0656504
1.941	0.0657515
1.944	0.0658479
1.947	0.0659397
1.95	0.0660267
1.953	0.0661091
1.956	0.0661867
1.959	0.0662595
1.962	0.0663276
1.965	0.066391
1.968	0.0664497
1.971	0.0665038
1.974	0.0665532
1.977	0.0665981
1.98	0.0666384
1.983	0.0666744
1.986	0.066706
1.989	0.0667333
1.992	0.0667564
1.995	0.0667755
1.998	0.0667906
2.001	0.0668018
2.004	0.0668092
2.007	0.0668129
2.01	0.0668132
2.013	0.06681
2.016	0.0668035
2.019	0.0667939
2.022	0.0667813
2.025	0.0667657
2.028	0.0667474
2.031	0.0667264
2.034	0.0667029
2.037	0.0666771
2.04	0.066649
2.043	0.0666188
2.046	0.0665866
2.049	0.0665525
2.052	0.0665167
2.055	0.0664793
2.058	0.0664404
2.061	0.0664002
2.064	0.0663587
2.067	0.066316
2.07	0.0662723
2.073	0.0662277
2.076	0.0661822
2.079	0.066136
2.082	0.0660892
2.085	0.0660419
2.088	0.065994
2.091	0.0659459
2.094	0.0658974
2.097	0.0658487
2.1	0.0657999
2.103	0.065751
2.106	0.0657021
2.109	0.0656532
2.112	0.0656045
2.115	0.0655559
2.118	0.0655076
2.121	0.0654596
2.124	0.0654118
2.127	0.0653644
2.13	0.0653175
2.133	0.0652709
2.136	0.0652249
2.139	0.0651793
2.142	0.0651343
2.145	0.0650898
2.148	0.0650459
2.151	0.0650026
2.154	0.0649895
2.157	0.0653512
2.16	0.0657207
2.163	0.066098
2.166	0.0664831
2.169	0.0668761
2.172	0.0672769
2.175	0.0676855
2.178	0.068102
2.181	0.0685262
2.184	0.0689581
2.187	0.0693977
2.19	0.0698449
2.193	0.0702996
2.196	0.0707617
2.199	0.071231
2.202	0.0717075
2.205	0.0721909
2.208	0.0726811
2.211	0.0731778
2.214	0.073681
2.217	0.0741903
2.22	0.0747055
2.223	0.0752262
2.226	0.0757523
2.229	0.0762834
2.232	0.0768192
2.235	0.0773592
2.238	0.0779032
2.241	0.0784506
2.244	0.0790012
2.247	0.0795544
2.25	0.0801097
2.253	0.0806667
2.256	0.0812249
2.259	0.0817838
2.262	0.0823427
2.265	0.0829011
2.268	0.0834585
2.271	0.0840142
2.274	0.0845676
2.277	0.0851181
2.28	0.0856651
2.283	0.0862078
2.286	0.0867456
2.289	0.0872779
2.292	0.087804
2.295	0.0883231
2.298	0.0888346
2.301	0.0893379
2.304	0.0898321
2.307	0.0903167
2.31	0.0907909
2.313	0.0912542
2.316	0.0917057
2.319	0.0921449
2.322	0.0925712
2.325	0.0929839
2.328	0.0933825
2.331	0.0937664
2.334	0.0941349
2.337	0.0944877
2.34	0.0948242
2.343	0.0951439
2.346	0.0954464
2.349	0.0957314
2.352	0.0959984
2.355	0.0962472
2.358	0.0964774
2.361	0.0966888
2.364	0.0968811
2.367	0.0970543
2.37	0.0972082
2.373	0.0973427
2.376	0.0974578
2.379	0.0975534
2.382	0.0976297
2.385	0.0976866
2.388	0.0977244
2.391	0.0977431
2.394	0.097743
2.397	0.0977243
2.4	0.0976873
2.403	0.0976324
2.406	0.0975598
2.409	0.0974699
2.412	0.0973631
2.415	0.0972399
2.418	0.0971008
2.421	0.0969462
2.424	0.0967766
2.427	0.0965925
2.43	0.0963946
2.433	0.0961834
2.436	0.0959594
2.439	0.0957232
2.442	0.0954754
2.445	0.0952167
2.448	0.0949477
2.451	0.0946689
2.454	0.0943809
2.457	0.0940845
2.46	0.0937801
2.463	0.0934684
2.466	0.0931501
2.469	0.0928256
2.472	0.0924955
2.475	0.0921606
2.478	0.0918212
2.481	0.0914779
2.484	0.0911313
2.487	0.090782
2.49	0.0904303
2.493	0.0900768
2.496	0.089722
2.499	0.0893663
2.502	0.0890102
2.505	0.088654
2.508	0.0882981
2.511	0.0879431
2.514	0.0875891
2.517	0.0872366
2.52	0.0868859
2.523	0.0865372
2.526	0.086191
2.529	0.0858474
2.532	0.0855067
2.535	0.0851691
2.538	0.0848349
2.541	0.0845043
2.544	0.0841774
2.547	0.0838544
2.55	0.0835355
2.553	0.0832208
2.556	0.0829105
2.559	0.0826046
2.562	0.0823033
2.565	0.0820067
2.568	0.0817147
2.571	0.0814276
2.574	0.0811453
2.577	0.0810924
2.58	0.0816638
2.583	0.0822462
2.586	0.0828397
2.589	0.0834442
2.592	0.0840595
2.595	0.0846857
2.598	0.0853226
2.601	0.08597
2.604	0.0866279
2.607	0.0872961
2.61	0.0879742
2.613	0.0886622
2.616	0.0893598
2.619	0.0900666
2.622	0.0907824
2.625	0.0915069
2.628	0.0922396
2.631	0.0929802
2.634	0.0937283
2.637	0.0944833
2.64	0.0952449
2.643	0.0960125
2.646	0.0967855
2.649	0.0975634
2.652	0.0983456
2.655	0.0991313
2.658	0.09992
2.661	0.100711
2.664	0.101503
2.667	0.102296
2.67	0.10309
2.673	0.103882
2.676	0.104672
2.679	0.10546
2.682	0.106244
2.685	0.107024
2.688	0.107798
2.691	0.108566
2.694	0.109327
2.697	0.11008
2.7	0.110823
2.703	0.111555
2.706	0.112277
2.709	0.112986
2.712	0.113681
2.715	0.114363
2.718	0.115028
2.721	0.115677
2.724	0.116309
2.727	0.116923
2.73	0.117517
2.733	0.11809
2.736	0.118643
2.739	0.119173
2.742	0.119681
2.745	0.120164
2.748	0.120623
2.751	0.121057
2.754	0.121465
2.757	0.121846
2.76	0.1222
2.763	0.122527
2.766	0.122825
2.769	0.123094
2.772	0.123335
2.775	0.123546
2.778	0.123727
2.781	0.123879
2.784	0.124001
2.787	0.124094
2.79	0.124156
2.793	0.124188
2.796	0.124191
2.799	0.124165
2.802	0.124109
2.805	0.124024
2.808	0.12391
2.811	0.123769
2.814	0.1236
2.817	0.123404
2.82	0.123181
2.823	0.122932
2.826	0.122659
2.829	0.122361
2.832	0.122039
