 x 	V[Y|X = x] 
0	0.00387952
0.003	0.00399573
0.006	0.00411003
0.009	0.00422175
0.012	0.00433032
0.015	0.00443523
0.018	0.00453608
0.021	0.00463256
0.024	0.00472447
0.027	0.00481169
0.03	0.00489419
0.033	0.00497206
0.036	0.00504544
0.039	0.00511454
0.042	0.00517964
0.045	0.00524106
0.048	0.00529916
0.051	0.00535432
0.054	0.00540695
0.057	0.00545746
0.06	0.00550625
0.063	0.00555372
0.066	0.00560025
0.069	0.00564619
0.072	0.00569185
0.075	0.00573749
0.078	0.00578333
0.081	0.00582951
0.084	0.00587612
0.087	0.00592315
0.09	0.00597053
0.093	0.0060181
0.096	0.00606562
0.099	0.00611276
0.102	0.00615914
0.105	0.00620432
0.108	0.00624783
0.111	0.00628917
0.114	0.00632786
0.117	0.00636347
0.12	0.00639559
0.123	0.00642392
0.126	0.00644825
0.129	0.00646847
0.132	0.00648458
0.135	0.0064967
0.138	0.00650506
0.141	0.00650994
0.144	0.00651174
0.147	0.00651087
0.15	0.00650779
0.153	0.00650296
0.156	0.00649685
0.159	0.00648989
0.162	0.00648249
0.165	0.00647501
0.168	0.00646776
0.171	0.006461
0.174	0.00645495
0.177	0.00644976
0.18	0.00644553
0.183	0.00644231
0.186	0.0064401
0.189	0.00643886
0.192	0.00643848
0.195	0.00643881
0.198	0.00643966
0.201	0.00644078
0.204	0.00644187
0.207	0.00644261
0.21	0.00644261
0.213	0.00644146
0.216	0.00643874
0.219	0.006434
0.222	0.00642682
0.225	0.00641678
0.228	0.00640352
0.231	0.00638674
0.234	0.00636623
0.237	0.00634186
0.24	0.00631364
0.243	0.00628169
0.246	0.00624623
0.249	0.00620763
0.252	0.00616633
0.255	0.00612286
0.258	0.00607782
0.261	0.00603185
0.264	0.00598558
0.267	0.00593964
0.27	0.00589463
0.273	0.0058511
0.276	0.00580953
0.279	0.00577035
0.282	0.0057339
0.285	0.00570046
0.288	0.00567024
0.291	0.0056434
0.294	0.00562003
0.297	0.00560017
0.3	0.00558384
0.303	0.00557102
0.306	0.00556166
0.309	0.00555567
0.312	0.00555295
0.315	0.0055534
0.318	0.00555685
0.321	0.00556315
0.324	0.0055721
0.327	0.00558346
0.33	0.00559697
0.333	0.00561234
0.336	0.0056292
0.339	0.00564719
0.342	0.00566588
0.345	0.00568482
0.348	0.00570353
0.351	0.00572153
0.354	0.00573833
0.357	0.00575348
0.36	0.00576654
0.363	0.00577716
0.366	0.00578505
0.369	0.00579001
0.372	0.00579193
0.375	0.00579081
0.378	0.00578674
0.381	0.00577992
0.384	0.00577061
0.387	0.00575914
0.39	0.0057459
0.393	0.00573129
0.396	0.00571574
0.399	0.00569965
0.402	0.00568341
0.405	0.00566739
0.408	0.00565191
0.411	0.00563723
0.414	0.00562359
0.417	0.00561116
0.42	0.00560008
0.423	0.00559043
0.426	0.00558225
0.429	0.00557554
0.432	0.00557026
0.435	0.00556633
0.438	0.00556363
0.441	0.00556199
0.444	0.00556124
0.447	0.00556113
0.45	0.00556141
0.453	0.00556177
0.456	0.00556189
0.459	0.00556141
0.462	0.00555997
0.465	0.00555719
0.468	0.0055527
0.471	0.00554617
0.474	0.00553727
0.477	0.00552575
0.48	0.00551142
0.483	0.00549417
0.486	0.00547399
0.489	0.00545095
0.492	0.00542523
0.495	0.0053971
0.498	0.00536691
0.501	0.00533507
0.504	0.00530206
0.507	0.00526836
0.51	0.0052345
0.513	0.00520095
0.516	0.00516821
0.519	0.0051367
0.522	0.00510682
0.525	0.0050789
0.528	0.00505322
0.531	0.00503001
0.534	0.00500941
0.537	0.00499156
0.54	0.00497652
