 x 	V[Y|X = x] 
0	0.0105167
0.003	0.0103799
0.006	0.0105363
0.009	0.0108103
0.012	0.010995
0.015	0.0109283
0.018	0.0105607
0.021	0.00997078
0.024	0.00932269
0.027	0.0087968
0.03	0.00852645
0.033	0.00855539
0.036	0.00882428
0.039	0.009194
0.042	0.00950349
0.045	0.00963675
0.048	0.00956334
0.051	0.00933524
0.054	0.00905267
0.057	0.00882306
0.06	0.00872876
0.063	0.0088068
0.066	0.00903873
0.069	0.00935004
0.072	0.00962269
0.075	0.00972588
0.078	0.00956514
0.081	0.00913535
0.084	0.00854681
0.087	0.00799605
0.09	0.00768397
0.093	0.00772174
0.096	0.00807556
0.099	0.00857849
0.102	0.00900201
0.105	0.00915273
0.108	0.00895141
0.111	0.00846295
0.114	0.00786861
0.117	0.00739389
0.12	0.0072188
0.123	0.00740517
0.126	0.00787472
0.129	0.00845155
0.132	0.00894454
0.135	0.00922189
0.138	0.00924358
0.141	0.00905156
0.144	0.00873842
0.147	0.00841399
0.15	0.008179
0.153	0.00810628
0.156	0.00822756
0.159	0.00852373
0.162	0.00891775
0.165	0.00927233
0.168	0.00940071
0.171	0.00911276
0.174	0.00833502
0.177	0.00730146
0.18	0.00659777
0.183	0.00671671
0.186	0.00750713
0.189	0.00837246
0.192	0.00885275
0.195	0.00882505
0.198	0.00839088
0.201	0.00773865
0.204	0.00706495
0.207	0.00653586
0.21	0.00626128
0.213	0.00627129
0.216	0.0065027
0.219	0.00681362
0.222	0.00703506
0.225	0.00704111
0.228	0.00679996
0.231	0.00637865
0.234	0.0059075
0.237	0.00552905
0.24	0.00534912
0.243	0.00539768
0.246	0.00561234
0.249	0.00586091
0.252	0.00600177
0.255	0.00594944
0.258	0.00570541
0.261	0.00534246
0.264	0.00496454
0.267	0.00466874
0.27	0.00451831
0.273	0.00452432
0.276	0.00463913
0.279	0.00477195
0.282	0.00482798
0.285	0.00475224
0.288	0.00455025
0.291	0.00427551
0.294	0.00399924
0.297	0.00378376
0.3	0.00366624
0.303	0.00364918
0.306	0.00369781
0.309	0.0037513
0.312	0.00374949
0.315	0.00366195
0.318	0.00349954
0.321	0.0033017
0.324	0.00311322
0.327	0.00296764
0.33	0.00288081
0.333	0.00284749
0.336	0.00284002
0.339	0.00281652
0.342	0.00274202
0.345	0.00261032
0.348	0.00244739
0.351	0.00229172
0.354	0.00216936
0.357	0.00208405
0.36	0.00202286
0.363	0.00196407
0.366	0.00188226
0.369	0.00175797
0.372	0.0015931
0.375	0.00141713
0.378	0.00127153
0.381	0.00118243
0.384	0.00114489
0.387	0.00112905
0.39	0.00109773
0.393	0.00102055
0.396	0.000880183
0.399	0.000676316
0.402	0.00043174
0.405	0.000194519
0.408	2.40669e-05
0.411	-4.107e-05
0.414	-1.38937e-05
0.417	3.963e-05
0.42	3.34187e-05
0.423	-9.5847e-05
0.426	-0.000361409
0.429	-0.000720207
0.432	-0.00108369
0.435	-0.00134701
0.438	-0.00143465
0.441	-0.00134205
0.444	-0.00114403
0.447	-0.000961379
0.45	-0.00090781
0.453	-0.00104804
0.456	-0.00137981
0.459	-0.00183464
0.462	-0.0022932
0.465	-0.00262056
0.468	-0.00272104
0.471	-0.00258901
0.474	-0.00232029
0.477	-0.00207181
0.48	-0.00199285
0.483	-0.00216594
0.486	-0.00257851
0.489	-0.00312682
0.492	-0.00364824
0.495	-0.00397946
0.498	-0.00402554
0.501	-0.00380589
0.504	-0.00344721
0.507	-0.00312744
0.51	-0.00300525
0.513	-0.00316852
0.516	-0.00361244
0.519	-0.00424076
0.522	-0.00488576
0.525	-0.00535268
0.528	-0.00549166
0.531	-0.00527461
0.534	-0.00482859
0.537	-0.00439124
0.54	-0.00420889
0.543	-0.00443713
0.546	-0.00508825
0.549	-0.006028
0.552	-0.0070059
0.555	-0.0077155
0.558	-0.00789466
0.561	-0.00745791
0.564	-0.0066007
0.567	-0.00577309
