 x 	V[Y|X = x] 
0	0.320283
0.003	0.320935
0.006	0.321602
0.009	0.322283
0.012	0.322979
0.015	0.32369
0.018	0.324415
0.021	0.325155
0.024	0.325909
0.027	0.326678
0.03	0.327461
0.033	0.328258
0.036	0.32907
0.039	0.329896
0.042	0.330735
0.045	0.331589
0.048	0.332457
0.051	0.333338
0.054	0.334233
0.057	0.335142
0.06	0.336064
0.063	0.337
0.066	0.337949
0.069	0.338911
0.072	0.339887
0.075	0.340875
0.078	0.341876
0.081	0.342889
0.084	0.343915
0.087	0.344954
0.09	0.346004
0.093	0.347067
0.096	0.348141
0.099	0.349228
0.102	0.350325
0.105	0.351435
0.108	0.352555
0.111	0.353686
0.114	0.354828
0.117	0.355981
0.12	0.357144
0.123	0.358317
0.126	0.3595
0.129	0.360693
0.132	0.361896
0.135	0.363108
0.138	0.364329
0.141	0.365559
0.144	0.366797
0.147	0.368044
0.15	0.369299
0.153	0.370562
0.156	0.371832
0.159	0.37311
0.162	0.374395
0.165	0.375687
0.168	0.376986
0.171	0.37829
0.174	0.379601
0.177	0.380917
0.18	0.382239
0.183	0.383566
0.186	0.384898
0.189	0.386235
0.192	0.387576
0.195	0.388921
0.198	0.390269
0.201	0.391621
0.204	0.392976
0.207	0.394334
0.21	0.395694
0.213	0.397057
0.216	0.398421
0.219	0.399786
0.222	0.401153
0.225	0.402521
0.228	0.403889
0.231	0.405257
0.234	0.406625
0.237	0.407993
0.24	0.40936
0.243	0.410726
0.246	0.41209
0.249	0.413453
0.252	0.414813
0.255	0.416171
0.258	0.417526
0.261	0.418878
0.264	0.420227
0.267	0.421571
0.27	0.422912
0.273	0.424248
0.276	0.425579
0.279	0.426905
0.282	0.428226
0.285	0.42954
0.288	0.430849
0.291	0.432151
0.294	0.433446
0.297	0.434734
0.3	0.436014
0.303	0.437287
0.306	0.438551
0.309	0.439807
0.312	0.441055
0.315	0.442293
0.318	0.443522
0.321	0.444741
0.324	0.44595
0.327	0.447148
0.33	0.448336
0.333	0.449513
0.336	0.450679
0.339	0.451833
0.342	0.452975
0.345	0.454105
0.348	0.455223
0.351	0.456328
0.354	0.45742
0.357	0.458499
0.36	0.459564
0.363	0.460615
0.366	0.461652
0.369	0.462675
0.372	0.463684
0.375	0.464677
0.378	0.465656
0.381	0.466619
0.384	0.467567
0.387	0.468499
0.39	0.469414
0.393	0.470314
0.396	0.471197
0.399	0.472064
0.402	0.472913
0.405	0.473746
0.408	0.474561
0.411	0.475359
0.414	0.47614
0.417	0.476902
0.42	0.477647
0.423	0.478373
0.426	0.479081
0.429	0.479771
0.432	0.480442
0.435	0.481094
0.438	0.481727
0.441	0.482342
0.444	0.482937
0.447	0.483513
0.45	0.484069
0.453	0.484607
0.456	0.485124
0.459	0.485622
0.462	0.4861
0.465	0.486558
0.468	0.486996
0.471	0.487414
0.474	0.487812
0.477	0.48819
0.48	0.488548
0.483	0.488885
0.486	0.489202
0.489	0.489499
0.492	0.489775
0.495	0.490031
0.498	0.490267
0.501	0.490482
0.504	0.490677
0.507	0.490851
0.51	0.491005
0.513	0.491138
0.516	0.491251
0.519	0.491343
0.522	0.491415
0.525	0.491467
0.528	0.491498
0.531	0.491509
0.534	0.4915
0.537	0.49147
0.54	0.49142
0.543	0.491351
0.546	0.491261
0.549	0.491151
0.552	0.491021
0.555	0.490872
0.558	0.490702
0.561	0.490514
0.564	0.490305
0.567	0.490077
0.57	0.48983
0.573	0.489563
0.576	0.489277
0.579	0.488972
0.582	0.488649
0.585	0.488306
0.588	0.487945
0.591	0.487565
0.594	0.487166
0.597	0.48675
0.6	0.486315
0.603	0.485862
0.606	0.485391
0.609	0.484902
0.612	0.484396
0.615	0.483873
0.618	0.483332
0.621	0.482774
0.624	0.482199
0.627	0.481607
0.63	0.480998
0.633	0.480373
0.636	0.479732
0.639	0.479075
0.642	0.478401
0.645	0.477712
0.648	0.477007
0.651	0.476287
0.654	0.475551
0.657	0.474801
0.66	0.474035
0.663	0.473255
0.666	0.472461
0.669	0.471652
0.672	0.470829
0.675	0.469992
0.678	0.469141
0.681	0.468277
0.684	0.467399
0.687	0.466509
0.69	0.465605
0.693	0.464689
0.696	0.46376
0.699	0.462818
0.702	0.461865
0.705	0.4609
0.708	0.459922
0.711	0.458934
0.714	0.457934
0.717	0.456923
0.72	0.455901
0.723	0.454868
0.726	0.453825
0.729	0.452771
