  x   	 	   y   	 	  f(x,y)   
0	0	0.105934
0.006414	0.006414	0.107851
0.012828	0.012828	0.109828
0.019242	0.019242	0.111866
0.025656	0.025656	0.113965
0.03207	0.03207	0.116125
0.038484	0.038484	0.118348
0.044898	0.044898	0.120633
0.051312	0.051312	0.12298
0.057726	0.057726	0.125391
0.06414	0.06414	0.127864
0.070554	0.070554	0.130401
0.076968	0.076968	0.133001
0.083382	0.083382	0.135666
0.089796	0.089796	0.138393
0.09621	0.09621	0.141185
0.102624	0.102624	0.144041
0.109038	0.109038	0.14696
0.115452	0.115452	0.149943
0.121866	0.121866	0.15299
0.12828	0.12828	0.156101
0.134694	0.134694	0.159275
0.141108	0.141108	0.162512
0.147522	0.147522	0.165811
0.153936	0.153936	0.169174
0.16035	0.16035	0.172598
0.166764	0.166764	0.176083
0.173178	0.173178	0.17963
0.179592	0.179592	0.183236
0.186006	0.186006	0.186903
0.19242	0.19242	0.190628
0.198834	0.198834	0.194411
0.205248	0.205248	0.198251
0.211662	0.211662	0.202148
0.218076	0.218076	0.206099
0.22449	0.22449	0.210104
0.230904	0.230904	0.214163
0.237318	0.237318	0.218272
0.243732	0.243732	0.222432
0.250146	0.250146	0.22664
0.25656	0.25656	0.230895
0.262974	0.262974	0.235196
0.269388	0.269388	0.23954
0.275802	0.275802	0.243927
0.282216	0.282216	0.248353
0.28863	0.28863	0.252818
0.295044	0.295044	0.257318
0.301458	0.301458	0.261853
0.307872	0.307872	0.266419
0.314286	0.314286	0.271015
0.3207	0.3207	0.275638
0.327114	0.327114	0.280285
0.333528	0.333528	0.284955
0.339942	0.339942	0.289644
0.346356	0.346356	0.29435
0.35277	0.35277	0.29907
0.359184	0.359184	0.303802
0.365598	0.365598	0.308542
0.372012	0.372012	0.313288
0.378426	0.378426	0.318036
0.38484	0.38484	0.322784
0.391254	0.391254	0.327528
0.397668	0.397668	0.332266
0.404082	0.404082	0.336994
0.410496	0.410496	0.341709
0.41691	0.41691	0.346408
0.423324	0.423324	0.351088
0.429738	0.429738	0.355746
0.436152	0.436152	0.360377
0.442566	0.442566	0.36498
0.44898	0.44898	0.369551
0.455394	0.455394	0.374086
0.461808	0.461808	0.378582
0.468222	0.468222	0.383037
0.474636	0.474636	0.387447
0.48105	0.48105	0.391809
0.487464	0.487464	0.39612
0.493878	0.493878	0.400376
0.500292	0.500292	0.404576
0.506706	0.506706	0.408715
0.51312	0.51312	0.412792
0.519534	0.519534	0.416803
0.525948	0.525948	0.420746
0.532362	0.532362	0.424617
0.538776	0.538776	0.428416
0.54519	0.54519	0.432138
0.551604	0.551604	0.435782
0.558018	0.558018	0.439346
0.564432	0.564432	0.442827
0.570846	0.570846	0.446223
0.57726	0.57726	0.449532
0.583674	0.583674	0.452753
0.590088	0.590088	0.455884
0.596502	0.596502	0.458923
0.602916	0.602916	0.461869
0.60933	0.60933	0.46472
0.615744	0.615744	0.467475
0.622158	0.622158	0.470133
0.628572	0.628572	0.472693
0.634986	0.634986	0.475153
0.6414	0.6414	0.477514
0.647814	0.647814	0.479774
0.654228	0.654228	0.481933
0.660642	0.660642	0.483991
0.667056	0.667056	0.485946
0.67347	0.67347	0.487799
0.679884	0.679884	0.48955
0.686298	0.686298	0.491198
0.692712	0.692712	0.492743
0.699126	0.699126	0.494186
0.70554	0.70554	0.495526
0.711954	0.711954	0.496765
0.718368	0.718368	0.497901
0.724782	0.724782	0.498937
0.731196	0.731196	0.499871
0.73761	0.73761	0.500705
0.744024	0.744024	0.50144
0.750438	0.750438	0.502075
0.756852	0.756852	0.502612
0.763266	0.763266	0.503051
0.76968	0.76968	0.503393
0.776094	0.776094	0.50364
0.782508	0.782508	0.503791
0.788922	0.788922	0.503847
0.795336	0.795336	0.50381
0.80175	0.80175	0.503681
0.808164	0.808164	0.50346
0.814578	0.814578	0.503148
0.820992	0.820992	0.502746
0.827406	0.827406	0.502256
0.83382	0.83382	0.501677
0.840234	0.840234	0.501012
0.846648	0.846648	0.50026
0.853062	0.853062	0.499424
0.859476	0.859476	0.498503
0.86589	0.86589	0.497499
0.872304	0.872304	0.496412
0.878718	0.878718	0.495244
0.885132	0.885132	0.493994
0.891546	0.891546	0.492665
0.89796	0.89796	0.491257
0.904374	0.904374	0.48977
0.910788	0.910788	0.488205
0.917202	0.917202	0.486563
0.923616	0.923616	0.484844
0.93003	0.93003	0.483049
0.936444	0.936444	0.48118
0.942858	0.942858	0.479235
0.949272	0.949272	0.477216
0.955686	0.955686	0.475124
0.9621	0.9621	0.472958
0.968514	0.968514	0.470719
0.974928	0.974928	0.468407
0.981342	0.981342	0.466023
0.987756	0.987756	0.463568
0.99417	0.99417	0.461041
1.00058	1.00058	0.458442
1.007	1.007	0.455772
1.01341	1.01341	0.453031
1.01983	1.01983	0.450219
1.02624	1.02624	0.447337
1.03265	1.03265	0.444384
1.03907	1.03907	0.441361
1.04548	1.04548	0.438267
1.0519	1.0519	0.435102
1.05831	1.05831	0.431868
1.06472	1.06472	0.428563
1.07114	1.07114	0.425188
1.07755	1.07755	0.421742
1.08397	1.08397	0.418226
1.09038	1.09038	0.41464
1.09679	1.09679	0.410984
1.10321	1.10321	0.407257
1.10962	1.10962	0.40346
1.11604	1.11604	0.399592
1.12245	1.12245	0.395654
1.12886	1.12886	0.391646
1.13528	1.13528	0.387568
1.14169	1.14169	0.383419
1.14811	1.14811	0.3792
1.15452	1.15452	0.374911
1.16093	1.16093	0.370552
1.16735	1.16735	0.366123
1.17376	1.17376	0.361624
1.18018	1.18018	0.357056
1.18659	1.18659	0.352419
1.193	1.193	0.347713
1.19942	1.19942	0.342937
1.20583	1.20583	0.338094
1.21225	1.21225	0.333183
1.21866	1.21866	0.328204
1.22507	1.22507	0.323158
1.23149	1.23149	0.318046
1.2379	1.2379	0.312867
1.24432	1.24432	0.307624
1.25073	1.25073	0.302316
1.25714	1.25714	0.296944
1.26356	1.26356	0.291509
1.26997	1.26997	0.286011
1.27639	1.27639	0.280453
1.2828	1.2828	0.274834
1.28921	1.28921	0.269156
1.29563	1.29563	0.263419
1.30204	1.30204	0.257626
1.30846	1.30846	0.251777
1.31487	1.31487	0.245873
1.32128	1.32128	0.239916
1.3277	1.3277	0.233907
1.33411	1.33411	0.227847
1.34053	1.34053	0.221739
1.34694	1.34694	0.215583
1.35335	1.35335	0.209381
1.35977	1.35977	0.203134
1.36618	1.36618	0.196846
1.3726	1.3726	0.190516
1.37901	1.37901	0.184147
1.38542	1.38542	0.177741
1.39184	1.39184	0.1713
1.39825	1.39825	0.164825
1.40467	1.40467	0.158318
1.41108	1.41108	0.151782
1.41749	1.41749	0.145218
1.42391	1.42391	0.138628
1.43032	1.43032	0.132015
1.43674	1.43674	0.125379
1.44315	1.44315	0.118724
1.44956	1.44956	0.112052
1.45598	1.45598	0.105364
1.46239	1.46239	0.0986623
1.46881	1.46881	0.0919494
1.47522	1.47522	0.0852271
1.48163	1.48163	0.0784975
1.48805	1.48805	0.0717627
1.49446	1.49446	0.0650247
1.50088	1.50088	0.0582855
1.50729	1.50729	0.0515472
1.5137	1.5137	0.0448116
1.52012	1.52012	0.0380808
1.52653	1.52653	0.0313566
1.53295	1.53295	0.024641
1.53936	1.53936	0.0179359
1.54577	1.54577	0.011243
1.55219	1.55219	0.00456425
1.5586	1.5586	-0.00209873
1.56502	1.56502	-0.00874419
1.57143	1.57143	-0.0153704
1.57784	1.57784	-0.0219759
1.58426	1.58426	-0.0285589
1.59067	1.59067	-0.035118
1.59709	1.59709	-0.0416517
1.6035	1.6035	-0.0481585
1.60991	1.60991	-0.0546371
1.61633	1.61633	-0.0610862
1.62274	1.62274	-0.0675044
1.62916	1.62916	-0.0738905
1.63557	1.63557	-0.0802434
1.64198	1.64198	-0.086562
1.6484	1.6484	-0.0928451
1.65481	1.65481	-0.0990918
1.66123	1.66123	-0.105301
1.66764	1.66764	-0.111472
1.67405	1.67405	-0.117604
1.68047	1.68047	-0.123696
1.68688	1.68688	-0.129747
1.6933	1.6933	-0.135756
1.69971	1.69971	-0.141724
1.70612	1.70612	-0.147649
1.71254	1.71254	-0.15353
1.71895	1.71895	-0.159368
1.72537	1.72537	-0.165161
1.73178	1.73178	-0.17091
1.73819	1.73819	-0.176613
1.74461	1.74461	-0.182271
1.75102	1.75102	-0.187883
1.75744	1.75744	-0.193448
