 x  	 F(x)  
0	0.0073284
0.003	0.00869477
0.006	0.0100649
0.009	0.0114388
0.012	0.0128165
0.015	0.014198
0.018	0.0155833
0.021	0.0169724
0.024	0.0183653
0.027	0.019762
0.03	0.0211625
0.033	0.0225668
0.036	0.0239749
0.039	0.0253869
0.042	0.0268027
0.045	0.0282223
0.048	0.0296458
0.051	0.0310731
0.054	0.0325042
0.057	0.0339392
0.06	0.0353781
0.063	0.0368208
0.066	0.0382674
0.069	0.0397178
0.072	0.0411721
0.075	0.0426303
0.078	0.0440924
0.081	0.0455584
0.084	0.0470282
0.087	0.048502
0.09	0.0499796
0.093	0.0514611
0.096	0.0529465
0.099	0.0544359
0.102	0.0559291
0.105	0.0574263
0.108	0.0589273
0.111	0.0604323
0.114	0.0619412
0.117	0.063454
0.12	0.0649708
0.123	0.0664915
0.126	0.0680161
0.129	0.0695447
0.132	0.0710772
0.135	0.0726136
0.138	0.074154
0.141	0.0756983
0.144	0.0772466
0.147	0.0787988
0.15	0.080355
0.153	0.0819152
0.156	0.0834793
0.159	0.0850474
0.162	0.0866194
0.165	0.0881954
0.168	0.0897754
0.171	0.0913593
0.174	0.0929472
0.177	0.0945391
0.18	0.096135
0.183	0.0977348
0.186	0.0993386
0.189	0.100946
0.192	0.102558
0.195	0.104174
0.198	0.105794
0.201	0.107417
0.204	0.109045
0.207	0.110677
0.21	0.112313
0.213	0.113952
0.216	0.115596
0.219	0.117244
0.222	0.118895
0.225	0.120551
0.228	0.122211
0.231	0.123874
0.234	0.125542
0.237	0.127214
0.24	0.128889
0.243	0.130569
0.246	0.132253
0.249	0.13394
0.252	0.135632
0.255	0.137327
0.258	0.139027
0.261	0.140731
0.264	0.142438
0.267	0.14415
0.27	0.145865
0.273	0.147585
0.276	0.149309
0.279	0.151036
0.282	0.152768
0.285	0.154503
0.288	0.156243
0.291	0.157986
0.294	0.159734
0.297	0.161485
0.3	0.163241
0.303	0.165
0.306	0.166763
0.309	0.168531
0.312	0.170302
0.315	0.172077
0.318	0.173857
0.321	0.17564
0.324	0.177427
0.327	0.179218
0.33	0.181013
0.333	0.182812
0.336	0.184615
0.339	0.186422
0.342	0.188233
0.345	0.190048
0.348	0.191867
0.351	0.19369
0.354	0.195516
0.357	0.197347
0.36	0.199181
0.363	0.20102
0.366	0.202862
0.369	0.204708
0.372	0.206559
0.375	0.208413
0.378	0.210271
0.381	0.212132
0.384	0.213998
0.387	0.215868
0.39	0.217741
0.393	0.219619
0.396	0.2215
0.399	0.223385
0.402	0.225274
0.405	0.227166
0.408	0.229063
0.411	0.230963
0.414	0.232868
0.417	0.234776
0.42	0.236688
0.423	0.238603
0.426	0.240523
0.429	0.242446
0.432	0.244373
0.435	0.246304
0.438	0.248239
0.441	0.250177
0.444	0.252119
0.447	0.254065
0.45	0.256015
0.453	0.257968
0.456	0.259925
0.459	0.261886
0.462	0.263851
0.465	0.265819
0.468	0.267791
0.471	0.269767
0.474	0.271746
0.477	0.273729
0.48	0.275715
0.483	0.277706
0.486	0.279699
0.489	0.281697
0.492	0.283698
0.495	0.285703
0.498	0.287711
0.501	0.289723
0.504	0.291738
0.507	0.293757
0.51	0.29578
0.513	0.297806
0.516	0.299836
0.519	0.301869
0.522	0.303905
0.525	0.305945
0.528	0.307989
0.531	0.310036
0.534	0.312086
0.537	0.31414
0.54	0.316198
0.543	0.318259
0.546	0.320323
0.549	0.32239
0.552	0.324461
0.555	0.326535
0.558	0.328613
0.561	0.330694
0.564	0.332778
0.567	0.334866
0.57	0.336957
0.573	0.339051
0.576	0.341148
0.579	0.343249
0.582	0.345353
0.585	0.34746
0.588	0.34957
0.591	0.351684
0.594	0.3538
0.597	0.35592
0.6	0.358043
0.603	0.360169
0.606	0.362298
0.609	0.36443
0.612	0.366565
0.615	0.368703
0.618	0.370845
0.621	0.372989
0.624	0.375136
0.627	0.377286
0.63	0.37944
0.633	0.381596
0.636	0.383755
0.639	0.385917
0.642	0.388081
0.645	0.390249
0.648	0.39242
0.651	0.394593
0.654	0.396769
0.657	0.398948
0.66	0.401129
0.663	0.403314
0.666	0.405501
0.669	0.40769
0.672	0.409883
0.675	0.412078
0.678	0.414276
0.681	0.416476
0.684	0.418679
0.687	0.420884
0.69	0.423092
0.693	0.425302
0.696	0.427515
0.699	0.429731
0.702	0.431948
0.705	0.434169
0.708	0.436391
0.711	0.438616
0.714	0.440844
0.717	0.443073
0.72	0.445305
0.723	0.447539
0.726	0.449776
0.729	0.452014
0.732	0.454255
0.735	0.456498
0.738	0.458743
0.741	0.46099
0.744	0.46324
0.747	0.465491
0.75	0.467744
0.753	0.47
0.756	0.472257
0.759	0.474516
0.762	0.476778
0.765	0.479041
0.768	0.481306
0.771	0.483572
0.774	0.485841
0.777	0.488111
0.78	0.490383
0.783	0.492657
0.786	0.494933
0.789	0.49721
0.792	0.499488
0.795	0.501769
0.798	0.50405
0.801	0.506334
0.804	0.508619
0.807	0.510905
0.81	0.513193
0.813	0.515482
0.816	0.517772
0.819	0.520064
0.822	0.522357
0.825	0.524652
0.828	0.526947
0.831	0.529244
0.834	0.531542
0.837	0.533841
0.84	0.536141
0.843	0.538442
0.846	0.540745
0.849	0.543048
0.852	0.545352
0.855	0.547657
0.858	0.549963
0.861	0.55227
0.864	0.554577
0.867	0.556886
0.87	0.559195
0.873	0.561505
0.876	0.563815
0.879	0.566126
0.882	0.568438
0.885	0.57075
0.888	0.573063
0.891	0.575376
0.894	0.577689
0.897	0.580003
0.9	0.582318
0.903	0.584632
0.906	0.586947
0.909	0.589262
0.912	0.591578
0.915	0.593893
0.918	0.596209
0.921	0.598524
0.924	0.60084
0.927	0.603155
0.93	0.605471
0.933	0.607786
0.936	0.610102
0.939	0.612417
0.942	0.614732
0.945	0.617046
0.948	0.61936
0.951	0.621674
0.954	0.623988
0.957	0.626301
0.96	0.628613
0.963	0.630926
0.966	0.633237
0.969	0.635548
0.972	0.637858
0.975	0.640167
0.978	0.642476
0.981	0.644784
0.984	0.647091
0.987	0.649397
0.99	0.651702
0.993	0.654006
0.996	0.656309
0.999	0.658611
1.002	0.660912
1.005	0.663212
1.008	0.66551
1.011	0.667808
1.014	0.670103
1.017	0.672398
1.02	0.674691
1.023	0.676983
1.026	0.679273
1.029	0.681561
1.032	0.683848
1.035	0.686133
1.038	0.688417
1.041	0.690698
1.044	0.692978
1.047	0.695256
1.05	0.697532
1.053	0.699806
1.056	0.702078
1.059	0.704348
1.062	0.706616
1.065	0.708882
1.068	0.711145
1.071	0.713407
1.074	0.715665
1.077	0.717922
1.08	0.720176
1.083	0.722427
1.086	0.724676
1.089	0.726923
1.092	0.729166
1.095	0.731407
1.098	0.733646
1.101	0.735881
1.104	0.738113
1.107	0.740343
1.11	0.74257
1.113	0.744793
1.116	0.747014
1.119	0.749231
1.122	0.751445
1.125	0.753656
1.128	0.755864
1.131	0.758068
1.134	0.760269
1.137	0.762466
1.14	0.76466
1.143	0.76685
1.146	0.769037
1.149	0.77122
1.152	0.773399
1.155	0.775574
1.158	0.777745
1.161	0.779913
1.164	0.782076
1.167	0.784236
1.17	0.786391
1.173	0.788542
1.176	0.790689
1.179	0.792832
1.182	0.79497
1.185	0.797104
1.188	0.799234
1.191	0.801359
1.194	0.803479
1.197	0.805595
1.2	0.807706
1.203	0.809812
1.206	0.811914
1.209	0.814011
1.212	0.816103
1.215	0.818189
1.218	0.820271
1.221	0.822348
1.224	0.824419
1.227	0.826486
1.23	0.828547
1.233	0.830602
1.236	0.832653
1.239	0.834698
1.242	0.836737
1.245	0.838771
1.248	0.840799
1.251	0.842821
1.254	0.844838
1.257	0.846849
1.26	0.848854
1.263	0.850853
1.266	0.852846
1.269	0.854833
1.272	0.856814
1.275	0.858789
1.278	0.860757
1.281	0.862719
1.284	0.864675
1.287	0.866624
1.29	0.868567
1.293	0.870504
1.296	0.872434
1.299	0.874357
1.302	0.876273
1.305	0.878183
1.308	0.880086
1.311	0.881981
1.314	0.88387
1.317	0.885752
1.32	0.887627
1.323	0.889495
1.326	0.891355
1.329	0.893208
1.332	0.895054
1.335	0.896893
1.338	0.898724
1.341	0.900547
1.344	0.902363
1.347	0.904172
1.35	0.905973
1.353	0.907765
1.356	0.909551
1.359	0.911328
1.362	0.913097
1.365	0.914859
1.368	0.916612
1.371	0.918357
1.374	0.920094
1.377	0.921823
1.38	0.923543
1.383	0.925256
1.386	0.926959
1.389	0.928655
1.392	0.930342
1.395	0.93202
1.398	0.933689
1.401	0.93535
1.404	0.937002
1.407	0.938646
1.41	0.94028
1.413	0.941906
1.416	0.943522
1.419	0.94513
1.422	0.946728
1.425	0.948317
1.428	0.949897
1.431	0.951468
1.434	0.95303
1.437	0.954582
1.44	0.956124
