 x 	V[Y|X = x] 
0	0.0240179
0.003	0.026604
0.006	0.0291891
0.009	0.0317731
0.012	0.0343561
0.015	0.036938
0.018	0.0395187
0.021	0.0420982
0.024	0.0446764
0.027	0.0472533
0.03	0.0498289
0.033	0.0524031
0.036	0.0549758
0.039	0.0575471
0.042	0.0601168
0.045	0.0626849
0.048	0.0652514
0.051	0.0678162
0.054	0.0703793
0.057	0.0729406
0.06	0.0755001
0.063	0.0780577
0.066	0.0806133
0.069	0.0831671
0.072	0.0857188
0.075	0.0882684
0.078	0.0908159
0.081	0.0933612
0.084	0.0959043
0.087	0.0984451
0.09	0.100984
0.093	0.10352
0.096	0.106053
0.099	0.108585
0.102	0.111113
0.105	0.113639
0.108	0.116163
0.111	0.118684
0.114	0.121202
0.117	0.123717
0.12	0.126229
0.123	0.128739
0.126	0.131245
0.129	0.133749
0.132	0.136249
0.135	0.138747
0.138	0.141241
0.141	0.143732
0.144	0.146219
0.147	0.148703
0.15	0.151184
0.153	0.153662
0.156	0.156136
0.159	0.158606
0.162	0.161073
0.165	0.163536
0.168	0.165995
0.171	0.16845
0.174	0.170902
0.177	0.173349
0.18	0.175793
0.183	0.178233
0.186	0.180668
0.189	0.183099
0.192	0.185527
0.195	0.187949
0.198	0.190368
0.201	0.192782
0.204	0.195192
0.207	0.197597
0.21	0.199997
0.213	0.202393
0.216	0.204784
0.219	0.20717
0.222	0.209552
0.225	0.211929
0.228	0.2143
0.231	0.216667
0.234	0.219028
0.237	0.221385
0.24	0.223736
0.243	0.226082
0.246	0.228422
0.249	0.230758
0.252	0.233087
0.255	0.235411
0.258	0.23773
0.261	0.240043
0.264	0.24235
0.267	0.244651
0.27	0.246946
0.273	0.249236
0.276	0.251519
0.279	0.253797
0.282	0.256068
0.285	0.258333
0.288	0.260592
0.291	0.262844
0.294	0.26509
0.297	0.267329
0.3	0.269562
0.303	0.271789
0.306	0.274008
0.309	0.276221
0.312	0.278427
0.315	0.280626
0.318	0.282819
0.321	0.285004
0.324	0.287182
0.327	0.289353
0.33	0.291516
0.333	0.293673
0.336	0.295821
0.339	0.297963
0.342	0.300097
0.345	0.302223
0.348	0.304342
0.351	0.306453
0.354	0.308556
0.357	0.310651
0.36	0.312738
0.363	0.314817
0.366	0.316888
0.369	0.318951
0.372	0.321005
0.375	0.323051
0.378	0.325089
0.381	0.327119
0.384	0.329139
0.387	0.331151
0.39	0.333155
0.393	0.335149
0.396	0.337135
0.399	0.339112
0.402	0.34108
0.405	0.343039
0.408	0.344988
0.411	0.346929
0.414	0.34886
0.417	0.350781
0.42	0.352693
0.423	0.354596
0.426	0.356489
0.429	0.358372
0.432	0.360246
0.435	0.36211
0.438	0.363964
0.441	0.365808
0.444	0.367641
0.447	0.369465
0.45	0.371278
0.453	0.373081
0.456	0.374874
0.459	0.376656
0.462	0.378428
0.465	0.380189
0.468	0.38194
0.471	0.383679
0.474	0.385408
0.477	0.387126
0.48	0.388833
0.483	0.390529
0.486	0.392214
0.489	0.393887
0.492	0.395549
0.495	0.3972
0.498	0.39884
0.501	0.400467
0.504	0.402083
0.507	0.403688
0.51	0.405281
0.513	0.406862
0.516	0.40843
0.519	0.409987
0.522	0.411532
0.525	0.413065
0.528	0.414585
0.531	0.416093
0.534	0.417589
0.537	0.419072
0.54	0.420543
0.543	0.422001
0.546	0.423447
0.549	0.424879
0.552	0.426299
0.555	0.427706
0.558	0.4291
0.561	0.43048
0.564	0.431848
0.567	0.433202
0.57	0.434543
0.573	0.435871
0.576	0.437185
0.579	0.438486
0.582	0.439773
0.585	0.441046
0.588	0.442305
0.591	0.443551
0.594	0.444783
