 x  	 F(x)  
0	0.0153814
0.003	0.0158858
0.006	0.0164913
0.009	0.0172001
0.012	0.0180142
0.015	0.0189358
0.018	0.0199669
0.021	0.0211092
0.024	0.0223646
0.027	0.0237345
0.03	0.0252204
0.033	0.0268235
0.036	0.0285448
0.039	0.0303852
0.042	0.0323453
0.045	0.0344254
0.048	0.0366257
0.051	0.038946
0.054	0.0413858
0.057	0.0439443
0.06	0.0466205
0.063	0.049413
0.066	0.05232
0.069	0.0553393
0.072	0.0584685
0.075	0.0617045
0.078	0.0650443
0.081	0.068484
0.084	0.0720196
0.087	0.0756466
0.09	0.0793601
0.093	0.0831548
0.096	0.087025
0.099	0.0909647
0.102	0.0949673
0.105	0.0990261
0.108	0.103134
0.111	0.107284
0.114	0.111467
0.117	0.115676
0.12	0.119904
0.123	0.12414
0.126	0.128378
0.129	0.132608
0.132	0.136821
0.135	0.14101
0.138	0.145165
0.141	0.149279
0.144	0.153342
0.147	0.157347
0.15	0.161287
0.153	0.165153
0.156	0.168939
0.159	0.172638
0.162	0.176245
0.165	0.179753
0.168	0.183158
0.171	0.186456
0.174	0.189643
0.177	0.192716
0.18	0.195673
0.183	0.198513
0.186	0.201236
0.189	0.203841
0.192	0.206329
0.195	0.208703
0.198	0.210965
0.201	0.213118
0.204	0.215166
0.207	0.217115
0.21	0.218969
0.213	0.220736
0.216	0.222421
0.219	0.224032
0.222	0.225576
0.225	0.227063
0.228	0.2285
0.231	0.229897
0.234	0.231263
0.237	0.232607
0.24	0.233939
0.243	0.235268
0.246	0.236604
0.249	0.237957
0.252	0.239336
0.255	0.24075
0.258	0.242208
0.261	0.243719
0.264	0.245292
0.267	0.246934
0.27	0.248652
0.273	0.250454
0.276	0.252346
0.279	0.254334
0.282	0.256423
0.285	0.258618
0.288	0.260922
0.291	0.263338
0.294	0.265871
0.297	0.26852
0.3	0.271287
0.303	0.274174
0.306	0.277179
0.309	0.280301
0.312	0.283539
0.315	0.286891
0.318	0.290353
0.321	0.293922
0.324	0.297595
0.327	0.301365
0.33	0.305228
0.333	0.309178
0.336	0.313209
0.339	0.317314
0.342	0.321487
0.345	0.325719
0.348	0.330003
0.351	0.334331
0.354	0.338696
0.357	0.343088
0.36	0.347499
0.363	0.351922
0.366	0.356346
0.369	0.360765
0.372	0.365169
0.375	0.36955
0.378	0.3739
0.381	0.378211
0.384	0.382476
0.387	0.386686
0.39	0.390835
0.393	0.394916
0.396	0.398922
0.399	0.402847
0.402	0.406686
0.405	0.410434
0.408	0.414085
0.411	0.417636
