 x  	 F(x)  
0	0.00901043
0.003	0.00981383
0.006	0.0111661
0.009	0.0126538
0.012	0.0142866
0.015	0.0160738
0.018	0.018024
0.021	0.0201449
0.024	0.022443
0.027	0.0249229
0.03	0.0275868
0.033	0.0304347
0.036	0.0334633
0.039	0.0366657
0.042	0.0400318
0.045	0.0435473
0.048	0.0471943
0.051	0.0509513
0.054	0.0547935
0.057	0.0586936
0.06	0.0626223
0.063	0.0665494
0.066	0.0704443
0.069	0.0742776
0.072	0.0780213
0.075	0.08165
0.078	0.0851417
0.081	0.0884775
0.084	0.0916428
0.087	0.0946269
0.09	0.0974227
0.093	0.100027
0.096	0.102439
0.099	0.104663
0.102	0.106703
0.105	0.108567
0.108	0.110262
0.111	0.111799
0.114	0.113187
0.117	0.114438
0.12	0.115562
0.123	0.116583
0.126	0.117717
0.129	0.118982
0.132	0.120389
0.135	0.12195
0.138	0.12368
0.141	0.125591
0.144	0.127696
0.147	0.130006
0.15	0.132531
0.153	0.135282
0.156	0.138263
0.159	0.141477
0.162	0.144924
0.165	0.148598
0.168	0.15249
0.171	0.156582
0.174	0.160855
0.177	0.165282
0.18	0.169831
0.183	0.174467
0.186	0.179151
0.189	0.183843
0.192	0.188501
0.195	0.193085
0.198	0.197556
0.201	0.201881
0.204	0.206027
0.207	0.209972
0.21	0.213694
0.213	0.217181
0.216	0.220423
0.219	0.223418
0.222	0.226166
0.225	0.228674
0.228	0.230949
0.231	0.233002
0.234	0.234846
0.237	0.236495
0.24	0.237962
0.243	0.239262
0.246	0.240411
0.249	0.241557
0.252	0.242961
0.255	0.244526
0.258	0.246266
0.261	0.248192
0.264	0.250317
0.267	0.252652
0.27	0.255206
0.273	0.257985
0.276	0.260993
0.279	0.264229
0.282	0.26769
0.285	0.271365
0.288	0.275239
0.291	0.279293
0.294	0.283501
0.297	0.287832
0.3	0.292251
0.303	0.29672
0.306	0.301199
0.309	0.305648
0.312	0.310026
0.315	0.314296
0.318	0.318425
0.321	0.322382
0.324	0.326144
0.327	0.329691
0.33	0.333011
0.333	0.336095
0.336	0.338942
0.339	0.341553
0.342	0.343933
0.345	0.346091
0.348	0.348038
0.351	0.349787
0.354	0.35135
0.357	0.352741
0.36	0.353976
0.363	0.355067
0.366	0.356029
0.369	0.357263
0.372	0.358628
0.375	0.360134
0.378	0.361794
0.381	0.363617
0.384	0.365616
0.387	0.367801
0.39	0.370179
0.393	0.372757
0.396	0.375542
0.399	0.378533
0.402	0.381729
0.405	0.385124
0.408	0.38871
0.411	0.392469
0.414	0.396384
0.417	0.400429
0.42	0.404578
0.423	0.408797
0.426	0.413053
0.429	0.417309
0.432	0.42153
0.435	0.425679
0.438	0.429723
0.441	0.433632
0.444	0.437379
0.447	0.440942
0.45	0.444305
0.453	0.447455
0.456	0.450386
0.459	0.453093
0.462	0.45558
0.465	0.45785
0.468	0.45991
0.471	0.461771
0.474	0.463443
0.477	0.464938
0.48	0.46627
0.483	0.467452
0.486	0.468495
0.489	0.469414
0.492	0.470419
0.495	0.471773
0.498	0.473267
0.501	0.47491
0.504	0.476713
0.507	0.478685
0.51	0.480833
0.513	0.483165
0.516	0.485685
0.519	0.488395
0.522	0.491296
0.525	0.494383
0.528	0.497649
0.531	0.501081
0.534	0.504665
0.537	0.508379
0.54	0.512201
0.543	0.516104
0.546	0.520056
0.549	0.524028
0.552	0.527986
0.555	0.531897
0.558	0.535732
0.561	0.539461
0.564	0.543058
0.567	0.546502
0.57	0.549774
0.573	0.552861
0.576	0.555754
0.579	0.558447
0.582	0.560939
0.585	0.563233
0.588	0.565332
0.591	0.567244
0.594	0.568977
0.597	0.570543
0.6	0.57195
0.603	0.573212
0.606	0.574338
0.609	0.575342
0.612	0.576236
0.615	0.577281
0.618	0.57843
0.621	0.579693
0.624	0.581079
0.627	0.582594
0.63	0.584249
0.633	0.586049
0.636	0.588001
0.639	0.59011
0.642	0.592379
0.645	0.594808
0.648	0.597395
0.651	0.600136
0.654	0.603021
0.657	0.60604
0.66	0.609177
0.663	0.612412
0.666	0.615725
0.669	0.61909
0.672	0.622482
0.675	0.625872
0.678	0.629233
0.681	0.632537
0.684	0.63576
0.687	0.638877
0.69	0.641868
0.693	0.644717
0.696	0.647409
0.699	0.649936
0.702	0.652292
0.705	0.654473
0.708	0.656481
0.711	0.658319
0.714	0.659991
0.717	0.661507
0.72	0.662873
0.723	0.664099
0.726	0.665195
0.729	0.66617
0.732	0.667036
0.735	0.66791
0.738	0.668897
0.741	0.669991
0.744	0.671202
0.747	0.672539
0.75	0.67401
0.753	0.675624
0.756	0.677389
0.759	0.67931
0.762	0.681393
0.765	0.68364
0.768	0.686052
0.771	0.688625
0.774	0.691354
0.777	0.694228
0.78	0.697234
0.783	0.700354
0.786	0.703568
0.789	0.70685
0.792	0.710173
0.795	0.71351
0.798	0.716831
0.801	0.720107
0.804	0.723309
0.807	0.726412
0.81	0.729394
0.813	0.732235
0.816	0.73492
0.819	0.737438
0.822	0.739782
0.825	0.741948
0.828	0.743936
0.831	0.745751
0.834	0.747396
0.837	0.74888
0.84	0.750211
0.843	0.7514
0.846	0.752456
0.849	0.75339
0.852	0.754214
0.855	0.754937
0.858	0.75559
0.861	0.756487
0.864	0.757479
0.867	0.758572
0.87	0.759774
0.873	0.761093
0.876	0.762536
0.879	0.764107
0.882	0.765813
0.885	0.767656
0.888	0.769637
0.891	0.771755
0.894	0.774007
0.897	0.776386
0.9	0.778881
0.903	0.78148
0.906	0.784165
0.909	0.786917
0.912	0.789715
0.915	0.792533
0.918	0.795348
0.921	0.798134
0.924	0.800866
0.927	0.803521
0.93	0.80608
0.933	0.808523
0.936	0.810836
0.939	0.813009
0.942	0.815033
0.945	0.816905
0.948	0.818624
0.951	0.820192
0.954	0.821612
0.957	0.822892
0.96	0.824037
0.963	0.825058
0.966	0.825962
0.969	0.826759
0.972	0.827458
0.975	0.828069
0.978	0.828638
0.981	0.829411
0.984	0.830263
0.987	0.831199
0.99	0.832227
0.993	0.833352
0.996	0.834579
0.999	0.835913
1.002	0.837359
1.005	0.838918
1.008	0.840591
1.011	0.842377
1.014	0.844274
1.017	0.846275
1.02	0.848371
1.023	0.850551
1.026	0.852801
1.029	0.855105
1.032	0.857444
