 x  	 F(x)  
0	0.0132581
0.003	0.0147822
0.006	0.016313
0.009	0.0178505
0.012	0.0193949
0.015	0.0209463
0.018	0.0225046
0.021	0.0240699
0.024	0.0256424
0.027	0.027222
0.03	0.0288089
0.033	0.030403
0.036	0.0320046
0.039	0.0336135
0.042	0.0352299
0.045	0.0368539
0.048	0.0384856
0.051	0.0401249
0.054	0.0417719
0.057	0.0434268
0.06	0.0450896
0.063	0.0467603
0.066	0.048439
0.069	0.0501258
0.072	0.0518208
0.075	0.0535239
0.078	0.0552354
0.081	0.0569552
0.084	0.0586833
0.087	0.06042
0.09	0.0621652
0.093	0.0639191
0.096	0.0656816
0.099	0.0674528
0.102	0.0692328
0.105	0.0710218
0.108	0.0728197
0.111	0.0746265
0.114	0.0764425
0.117	0.0782676
0.12	0.0801019
0.123	0.0819455
0.126	0.0837985
0.129	0.0856608
0.132	0.0875327
0.135	0.0894141
0.138	0.0913051
0.141	0.0932058
0.144	0.0951162
0.147	0.0970365
0.15	0.0989667
0.153	0.100907
0.156	0.102857
0.159	0.104817
0.162	0.106787
0.165	0.108768
0.168	0.110759
0.171	0.11276
0.174	0.114772
0.177	0.116794
0.18	0.118827
0.183	0.12087
0.186	0.122924
0.189	0.124989
0.192	0.127065
0.195	0.129151
0.198	0.131249
0.201	0.133357
0.204	0.135477
0.207	0.137607
0.21	0.139749
0.213	0.141903
0.216	0.144067
0.219	0.146243
0.222	0.148431
0.225	0.15063
0.228	0.15284
0.231	0.155063
0.234	0.157297
0.237	0.159542
0.24	0.1618
0.243	0.16407
0.246	0.166351
0.249	0.168645
0.252	0.17095
0.255	0.173268
0.258	0.175598
0.261	0.177941
0.264	0.180295
0.267	0.182662
0.27	0.185042
0.273	0.187434
0.276	0.189838
0.279	0.192255
0.282	0.194685
0.285	0.197128
0.288	0.199583
0.291	0.202051
0.294	0.204532
0.297	0.207026
0.3	0.209533
0.303	0.212053
0.306	0.214586
0.309	0.217132
0.312	0.219692
0.315	0.222264
0.318	0.22485
0.321	0.227449
0.324	0.230061
0.327	0.232687
0.33	0.235326
0.333	0.237979
0.336	0.240645
0.339	0.243325
0.342	0.246018
0.345	0.248725
0.348	0.251446
0.351	0.25418
0.354	0.256928
0.357	0.259689
0.36	0.262465
0.363	0.265254
0.366	0.268056
0.369	0.270873
0.372	0.273704
0.375	0.276548
0.378	0.279406
0.381	0.282278
0.384	0.285164
0.387	0.288064
0.39	0.290978
0.393	0.293906
0.396	0.296848
0.399	0.299803
0.402	0.302773
0.405	0.305756
0.408	0.308754
0.411	0.311765
0.414	0.314791
0.417	0.31783
0.42	0.320883
0.423	0.32395
0.426	0.327031
0.429	0.330125
0.432	0.333234
0.435	0.336356
0.438	0.339492
0.441	0.342642
0.444	0.345805
0.447	0.348983
0.45	0.352174
0.453	0.355378
0.456	0.358596
0.459	0.361827
0.462	0.365072
0.465	0.368331
0.468	0.371603
0.471	0.374888
0.474	0.378186
0.477	0.381497
0.48	0.384822
0.483	0.388159
0.486	0.39151
0.489	0.394873
0.492	0.398249
0.495	0.401638
0.498	0.40504
0.501	0.408454
0.504	0.41188
0.507	0.415319
0.51	0.41877
0.513	0.422233
0.516	0.425708
0.519	0.429195
0.522	0.432694
0.525	0.436205
0.528	0.439727
0.531	0.44326
0.534	0.446805
0.537	0.450361
0.54	0.453928
0.543	0.457505
0.546	0.461094
0.549	0.464692
0.552	0.468302
0.555	0.471921
0.558	0.475551
0.561	0.47919
0.564	0.482839
0.567	0.486497
0.57	0.490165
0.573	0.493842
0.576	0.497528
0.579	0.501223
0.582	0.504926
0.585	0.508638
0.588	0.512357
0.591	0.516085
0.594	0.51982
0.597	0.523563
0.6	0.527313
0.603	0.53107
0.606	0.534833
0.609	0.538604
0.612	0.54238
0.615	0.546162
0.618	0.549951
0.621	0.553744
0.624	0.557543
0.627	0.561347
0.63	0.565155
0.633	0.568968
0.636	0.572785
0.639	0.576606
0.642	0.58043
0.645	0.584257
0.648	0.588088
0.651	0.591921
0.654	0.595756
0.657	0.599593
0.66	0.603432
0.663	0.607272
0.666	0.611113
0.669	0.614955
0.672	0.618798
0.675	0.62264
0.678	0.626482
0.681	0.630323
0.684	0.634163
0.687	0.638001
0.69	0.641838
0.693	0.645673
0.696	0.649505
0.699	0.653335
0.702	0.657161
0.705	0.660984
0.708	0.664802
0.711	0.668616
0.714	0.672426
0.717	0.67623
0.72	0.680029
0.723	0.683822
0.726	0.687608
0.729	0.691388
0.732	0.69516
0.735	0.698926
0.738	0.702683
0.741	0.706432
0.744	0.710172
0.747	0.713903
0.75	0.717624
0.753	0.721335
0.756	0.725036
0.759	0.728727
0.762	0.732406
0.765	0.736073
0.768	0.739728
0.771	0.743371
0.774	0.747001
0.777	0.750618
0.78	0.754221
0.783	0.75781
0.786	0.761384
0.789	0.764943
0.792	0.768487
0.795	0.772016
0.798	0.775528
0.801	0.779023
0.804	0.782501
0.807	0.785962
0.81	0.789406
0.813	0.79283
0.816	0.796237
0.819	0.799624
0.822	0.802992
0.825	0.80634
0.828	0.809668
0.831	0.812975
0.834	0.816261
0.837	0.819526
0.84	0.822769
0.843	0.82599
0.846	0.829188
0.849	0.832363
0.852	0.835516
0.855	0.838644
0.858	0.841749
0.861	0.84483
0.864	0.847886
0.867	0.850917
0.87	0.853922
0.873	0.856902
0.876	0.859856
0.879	0.862784
0.882	0.865685
0.885	0.868559
0.888	0.871406
0.891	0.874226
0.894	0.877018
0.897	0.879782
0.9	0.882517
0.903	0.885224
0.906	0.887902
0.909	0.890551
0.912	0.893171
0.915	0.895761
0.918	0.898321
0.921	0.900851
0.924	0.903351
0.927	0.90582
0.93	0.908259
0.933	0.910667
0.936	0.913044
0.939	0.91539
0.942	0.917704
0.945	0.919987
0.948	0.922238
0.951	0.924458
0.954	0.926645
0.957	0.9288
0.96	0.930923
0.963	0.933014
0.966	0.935072
0.969	0.937098
0.972	0.939091
0.975	0.941052
0.978	0.94298
0.981	0.944875
0.984	0.946737
0.987	0.948566
0.99	0.950362
0.993	0.952126
0.996	0.953856
0.999	0.955554
1.002	0.957218
1.005	0.958849
1.008	0.960448
1.011	0.962013
1.014	0.963546
1.017	0.965046
1.02	0.966513
1.023	0.967947
1.026	0.969349
1.029	0.970718
1.032	0.972054
1.035	0.973358
1.038	0.97463
1.041	0.975869
1.044	0.977077
1.047	0.978252
1.05	0.979396
1.053	0.980507
1.056	0.981588
1.059	0.982636
1.062	0.983654
1.065	0.98464
1.068	0.985595
1.071	0.98652
1.074	0.987414
1.077	0.988277
1.08	0.989111
1.083	0.989914
1.086	0.990688
1.089	0.991432
1.092	0.992146
1.095	0.992831
1.098	0.993488
1.101	0.994116
1.104	0.994715
1.107	0.995286
1.11	0.995829
1.113	0.996345
1.116	0.996833
1.119	0.997293
1.122	0.997727
1.125	0.998135
1.128	0.998515
1.131	0.99887
1.134	0.999199
1.137	0.999503
1.14	0.999781
1.143	1.00003
1.146	1.00026
1.149	1.00047
1.152	1.00065
1.155	1.0008
1.158	1.00094
1.161	1.00105
1.164	1.00113
1.167	1.0012
1.17	1.00124
1.173	1.00126
1.176	1.00126
1.179	1.00124
1.182	1.0012
1.185	1.00113
1.188	1.00105
1.191	1.00094
1.194	1.00082
1.197	1.00068
1.2	1.00052
1.203	1.00034
1.206	1.00014
1.209	0.99992
1.212	0.999686
1.215	0.999435
1.218	0.999166
1.221	0.998881
1.224	0.99858
1.227	0.998262
1.23	0.997929
1.233	0.997581
1.236	0.997218
1.239	0.996839
1.242	0.996447
1.245	0.996041
1.248	0.995621
1.251	0.995187
1.254	0.99474
1.257	0.994281
1.26	0.993809
1.263	0.993326
1.266	0.99283
1.269	0.992323
1.272	0.991805
1.275	0.991276
1.278	0.990736
1.281	0.990186
1.284	0.989626
1.287	0.989057
1.29	0.988478
1.293	0.98789
1.296	0.987294
1.299	0.986689
1.302	0.986076
1.305	0.985455
1.308	0.984827
1.311	0.984191
1.314	0.983548
1.317	0.982899
1.32	0.982243
1.323	0.98158
1.326	0.980912
1.329	0.980239
1.332	0.97956
1.335	0.978876
1.338	0.978187
1.341	0.977493
1.344	0.976796
1.347	0.976094
1.35	0.975388
1.353	0.974679
1.356	0.973966
1.359	0.973251
1.362	0.972532
1.365	0.971811
1.368	0.971087
1.371	0.970362
1.374	0.969634
1.377	0.968905
1.38	0.968174
1.383	0.967442
1.386	0.966709
1.389	0.965975
1.392	0.965241
1.395	0.964506
1.398	0.963771
1.401	0.963036
1.404	0.962301
1.407	0.961566
1.41	0.960832
1.413	0.960099
1.416	0.959366
1.419	0.958635
1.422	0.957905
1.425	0.957176
1.428	0.956449
1.431	0.955724
1.434	0.955001
1.437	0.95428
1.44	0.953562
1.443	0.952845
1.446	0.952132
1.449	0.951421
1.452	0.950713
1.455	0.950008
1.458	0.949306
1.461	0.948608
1.464	0.947913
1.467	0.947221
1.47	0.946534
1.473	0.94585
1.476	0.94517
1.479	0.944494
1.482	0.943823
1.485	0.943155
1.488	0.942493
1.491	0.941835
1.494	0.941181
1.497	0.940532
1.5	0.939888
1.503	0.939249
1.506	0.938616
1.509	0.937987
1.512	0.937364
1.515	0.936745
1.518	0.936133
1.521	0.935526
1.524	0.934924
1.527	0.934328
1.53	0.933738
1.533	0.933154
1.536	0.932575
1.539	0.932003
1.542	0.931436
1.545	0.930876
1.548	0.930321
1.551	0.929773
1.554	0.929231
1.557	0.928696
1.56	0.928166
1.563	0.927644
1.566	0.927127
1.569	0.926617
1.572	0.926114
1.575	0.925617
1.578	0.925127
1.581	0.924643
1.584	0.924166
1.587	0.923696
1.59	0.923232
1.593	0.922775
1.596	0.922325
1.599	0.921882
1.602	0.921445
1.605	0.921016
1.608	0.920593
1.611	0.920177
1.614	0.919767
1.617	0.919365
1.62	0.918969
1.623	0.91858
1.626	0.918198
1.629	0.917823
1.632	0.917455
1.635	0.917093
1.638	0.916739
1.641	0.916391
1.644	0.916049
1.647	0.915715
1.65	0.915387
1.653	0.915066
1.656	0.914752
1.659	0.914444
1.662	0.914143
1.665	0.913849
1.668	0.913561
1.671	0.913279
1.674	0.913005
1.677	0.912736
1.68	0.912474
1.683	0.912218
1.686	0.911969
1.689	0.911726
1.692	0.911489
